Name,Manufacturer,Part #,Screen Size,Resolution,Refresh Rate,Response Time (G2G),Panel Type,Aspect Ratio,Color,Brightness,Pixel Pitch,Widescreen,Curved Screen,Frame Sync,Built-in Speakers,VESA Mounting,Viewing Angle,Inputs
MSI MAG 271QP QD-OLED X24,MSI , MAG 271QP QD-OLED X24 | 9S6-3CD89T-025 | ,"26.5"" ",2560 x 1440 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,Black ,1000 cd/m² ,0.229 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4a | 2 x HDMI 2.1 | 
LG UltraGear 32GS95UV-W,LG , 32GS95UV-W | 32GS95UV-W.aus | ,"31.5"" ",3840 x 2160 ,240 Hz ,0.03 ms ,OLED ,16:9 ,White ,275 cd/m² ,0.182 mm ,Yes ,No , FreeSync Premium Pro | G-Sync Compatible | ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
ASRock PG27FFT1A,ASRock , PG27FFT1A | 90LXA0C0-A0E1A0V | ,"27"" ",1920 x 1080 ,180 Hz ,,IPS ,16:9 ,Black ,450 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort 1.2 | 2 x HDMI 2.0 | 
Samsung Odyssey G5,Samsung ,LC34G55TWWPXEN ,"34"" ",3440 x 1440 ,165 Hz ,,VA ,21:9 ,Black ,250 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync Premium ,No ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.4 | 1 x HDMI 2.0 | 
Gigabyte GS27QA,Gigabyte , GS27QA | GS27QA EU | GS27Q A US | GS27QA EK | ,"27"" ",2560 x 1440 ,180 Hz ,,IPS ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Acer V227Q A,Acer ,UM.WV7AA.A06 ,"21.5"" ",1920 x 1080 ,75 Hz ,4 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.248 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Planar PLL2250MW,Planar ,997-9044-00 ,"21.5"" ",1920 x 1080 ,60 Hz ,12.5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.248 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
AOC 24G4XE,AOC ,24G4XE ,"24"" ",1920 x 1080 ,180 Hz ,,IPS ,16:9 ,Black ,300 cd/m² ,0.277 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Asus ROG Strix OLED XG27AQDPG,Asus , XG27AQDPG | 90LM0C50-B01971 | 90LM0C50-B019B1 | ,"26.5"" ",2560 x 1440 ,500 Hz ,0.03 ms ,QD-OLED ,16:9 ,Black ,1000 cd/m² ,0.229 mm ,Yes ,No , FreeSync Premium Pro | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
KTC H24F8,KTC ,H24F8 ,"23.8"" ",1920 x 1080 ,180 Hz ,,IPS ,16:9 ,Black ,400 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Dell E2314H,Dell ,E2314H ,"23"" ",1920 x 1080 ,60 Hz ,5 ms ,TN ,16:9 ,,250 cd/m² ,0.265 mm ,Yes ,No ,None ,No ,100 x 100 ,170° H x 160° V , 1 x DVI | 1 x VGA | 
MSI Optix MAG342CQR,MSI , Optix MAG342CQR | 9S6-3DB65H-026 | ,"34"" ",3440 x 1440 ,144 Hz ,,VA ,21:9 ,Black ,300 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
ASRock Phantom Gaming PG27QRT1B,ASRock , PG27QRT1B | 90LXA0F0-A0E1A0V | ,"27"" ",2560 x 1440 ,180 Hz ,,VA ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,Yes ,FreeSync ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
KTC H27E6,KTC ,H27E6 ,"27"" ",2560 x 1440 ,320 Hz ,1 ms ,IPS ,16:9 ,White ,450 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 2 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
Sony INZONE M10S,Sony , SDM27Q10S | INZONE M10S | ,"27"" ",2560 x 1440 ,480 Hz ,0.03 ms ,OLED ,16:9 ,Black ,1300 cd/m² ,0.233 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 2.1 | 2 x HDMI 2.1 | 
Asus ROG Strix OLED XG27AQWMG,Asus , XG27AQWMG | ROG Strix OLED XG27AQWMG | 90LM0BZ0-B01171 | ,"26.5"" ",2560 x 1440 ,280 Hz ,0.03 ms ,WOLED ,16:9 ,Black ,1500 cd/m² ,0.229 mm ,Yes ,No , FreeSync Premium Pro | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
Asus XG27ACMEG-G Hatsune Miku Edition,Asus , XG27ACMEG-G | 90LM0C7U-B013B1 | 90LM0C7U-B01371 | ,"27"" ",2560 x 1440 ,260 Hz ,1 ms ,IPS ,16:9 ,Black ,400 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 1 x HDMI 2.1 | 
Samsung Odyssey OLED G8 G81SF,Samsung , LS27FG810SNXZA | S27FG810SN | LS27FG810SUXEN | LS27FG812SUXEN | LS27FG814SUXEN | ,"27"" ",3840 x 2160 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,Silver ,250 cd/m² ,0.156 mm ,Yes ,No ,FreeSync Premium Pro ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 1 x USB Type-C 3.2 Gen 1 | 
MSI MPG 491CQPX QD-OLED,MSI , MPG 491CQPX QD-OLED | 9S6-3FA84T-017 | 9S6-3FA84T-016 | MPG 491CQPXDE QD-OLED | 9S6-3FA84T-029 | ,"49"" ",5120 x 1440 ,240 Hz ,0.03 ms ,QD-OLED ,32:9 ,Black ,1000 cd/m² ,0.234 mm ,Yes ,Yes ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4a | 1 x HDMI 2.1 | 1 x USB Type-C | 
Samsung Odyssey Ark 2nd Gen.,Samsung , LS55CG970NNXGO | Odyssey Ark G97NC | S55CG970NN | LS55CG970NUXXU | LS55CG970NEXXY | ,"55"" ",3840 x 2160 ,165 Hz ,1 ms ,VA Mini LED ,16:9 ,Black ,600 cd/m² ,0.317 mm ,Yes ,Yes ,FreeSync Premium Pro ,Yes ,200 x 200 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 1 x HDMI 2.0 | 
Gigabyte G27Q2,Gigabyte ,G27Q2 ,"27"" ",2560 x 1440 ,210 Hz ,0.5 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Asus ROG Strix OLED XG27UCDMG,Asus , 90LM0B20-B01971 | XG27UCDMG | ROG Strix OLED XG27UCDMG | ,"26.5"" ",3840 x 2160 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,Blue ,1000 cd/m² ,0.153 mm ,Yes ,No , FreeSync Premium Pro | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 1 x USB Type-C | 
MSI MPG 321URXW QD-OLED,MSI , MPG 321URXW QD-OLED | MPG 321URXWDE QD-OLED | 9S6-3DD29A-023 | ,"31.5"" ",3840 x 2160 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,White ,1000 cd/m² ,0.182 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4a | 2 x HDMI 2.1 | 1 x USB Type-C | 
Acer Nitro EDA270U P,Acer , UM.HE0AA.P09 | EDA270U P | Nitro EDA270U Pbmiipx | ,"27"" ",2560 x 1440 ,170 Hz ,,VA ,16:9 ,Black ,250 cd/m² ,0.233 mm ,Yes ,Yes ,FreeSync Premium ,Yes ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.2 | 2 x HDMI 2.0 | 
MSI MPG 271QRX QD-OLED,MSI , MPG 271QRX QD-OLED | 271QRX | 9S6-3CD79A-007 | 9S6-3CD79A-001 | ,"27"" ",2560 x 1440 ,360 Hz ,0.03 ms ,QD-OLED ,16:9 ,Black ,1000 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4a | 2 x HDMI 2.1 | 1 x USB Type-C | 
MSI MPG 321CURX QD-OLED,MSI , MPG 321CURX QD-OLED | 9S6-3DD64T-005 | 9S6-3DD64T-012 | MPG 321CURXDE QD-OLED | ,"31.5"" ",3840 x 2160 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,Black ,1000 cd/m² ,0.182 mm ,Yes ,Yes ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4a | 2 x HDMI 2.1 | 1 x USB Type-C | 
MSI MAG 274QRFW,MSI , MAG 274QRFW | 9S6-3CC29H-245 | ,"27"" ",2560 x 1440 ,180 Hz ,1 ms ,IPS ,16:9 ,White ,400 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.4a | 2 x HDMI 2.0b | 
MSI PRO MP223 E2,MSI ,PRO MP223 E2 ,"21.45"" ",1920 x 1080 ,100 Hz ,4 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.247 mm ,Yes ,No ,FreeSync ,No ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.2a | 1 x HDMI 1.4 | 
MSI MAG 273QP QD-OLED X24,MSI ,MAG 273QP QD-OLED X24 ,"26.5"" ",2560 x 1440 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,Black ,1000 cd/m² ,0.229 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4a | 2 x HDMI 2.1 | 
Asus TUF Gaming VG279QM,Asus , VG279QM | 90LM05H0-B01370 | 90LM05H0-B03370 | ,"27"" ",1920 x 1080 ,280 Hz ,1 ms ,IPS ,16:9 ,Black ,400 cd/m² ,0.311 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
LG UltraGear 32GS60QC-B,LG , 32GS60QC-B | 32GS60QC-B.AEUQ | ,"31.5"" ",2560 x 1440 ,180 Hz ,1 ms ,VA ,16:9 ,Black ,300 cd/m² ,0.272 mm ,Yes ,Yes ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Asus TUF Gaming VG34VQL3A,Asus , VG34VQL3A | 90LM06F0-B02E70 | 90LM06F0-B02EB0 | ,"34"" ",3440 x 1440 ,180 Hz ,1 ms ,VA ,21:9 ,Black ,400 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync Premium Pro ,Yes ,100 x 100 ,178° H x 178° V , 2 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
RCA Evolution Premium,RCA ,M27PG135F ,"27"" ",2560 x 1440 ,240 Hz ,1 ms ,IPS ,16:9 ,Black / Red ,350 cd/m² ,0.233 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 1 x USB Type-C | 
Dell S2725QS,Dell , S2725QS | 210-BRND | s2725qssap | T4CNF | ,"27"" ",3840 x 2160 ,120 Hz ,4 ms ,IPS ,16:9 ,Silver / Black ,350 cd/m² ,0.156 mm ,Yes ,No ,FreeSync Premium ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
MSI MAG 272URDF E16,MSI ,MAG 272URDF E16 ,"27"" ",3840 x 2160 ,160 Hz ,0.5 ms ,IPS ,16:9 ,Black ,400 cd/m² ,0.156 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4a | 2 x HDMI 2.1 | 
MSI Pro,MSI ,PRO MP271A E2 ,"27"" ",1920 x 1080 ,120 Hz ,4 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.2a | 1 x HDMI 1.4 | 1 x VGA | 
LG 27GP850-B,LG , 27GP850-B | 27GP850-B.AEU | ,"27"" ",2560 x 1440 ,165 Hz ,1 ms ,IPS ,16:9 ,Black / Red ,400 cd/m² ,0.233 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
LG UltraGear 32GS95UE-B,LG , 32GS95UE-B | 32GS95UE-B.AEU | ,"31.5"" ",3840 x 2160 ,240 Hz ,0.03 ms ,OLED ,16:9 ,Black ,275 cd/m² ,0.182 mm ,Yes ,No , FreeSync Premium Pro | G-Sync Compatible | ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
MSI MAG 274CXF,MSI ,MAG 274CXF ,"27"" ",1920 x 1080 ,280 Hz ,0.5 ms ,VA ,16:9 ,Black ,300 cd/m² ,0.311 mm ,Yes ,Yes ,FreeSync Premium ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.2a | 2 x HDMI 2.0b | 
Alienware AW2725Q,Alienware , AW2725Q | 2MHGG | 210-BRFR | aw2725qsap | ,"26.7"" ",3840 x 2160 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,Black ,250 cd/m² ,0.154 mm ,Yes ,No , FreeSync Premium Pro | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
MSI PRO MP251W E2,MSI ,PRO MP251W E2 ,"24.5"" ",1920 x 1080 ,120 Hz ,4 ms ,IPS ,16:9 ,White ,300 cd/m² ,0.282 mm ,Yes ,No ,FreeSync ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4a | 1 x HDMI 2.0 | 1 x VGA | 
Samsung Odyssey OLED G61SD,Samsung , LS27DG610SNXZA | S27DG610SN | LS27DG610SEXXY | LS27DG612SUXXU | LS27DG612SUXEN | LS27DG610SUXEN | ,"27"" ",2560 x 1440 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,Silver / Black ,250 cd/m² ,0.233 mm ,Yes ,No ,FreeSync Premium Pro ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
LG 27GL83A-B,LG ,27GL83A-B ,"27"" ",2560 x 1440 ,144 Hz ,1 ms ,IPS ,16:9 ,Black / Red ,350 cd/m² ,0.233 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
Asus ROG Swift PG32UQX,Asus , ROG Swift PG32UQX | 90LM05R0-B013B0 | PG32UQX | 90LM05R0-B01370 | ,"32"" ",3840 x 2160 ,144 Hz ,4 ms ,IPS ,16:9 ,Black ,1400 cd/m² ,0.184 mm ,Yes ,No ,G-Sync Ultimate ,No ,,178° H x 178° V , 1 x DisplayPort | 3 x HDMI | 
Pixio PX248 Prime,Pixio ,PX248P ,"24"" ",1920 x 1080 ,144 Hz ,,IPS ,16:9 ,Black ,400 cd/m² ,0.277 mm ,Yes ,No ,FreeSync Premium ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Samsung Odyssey OLED G81SF,Samsung , LS32FG810SNXZA | LS32FG810SUXEN | LS32FG812SUXEN | LS32FG814SUXEN | ,"32"" ",3840 x 2160 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,Silver ,260 cd/m² ,0.184 mm ,Yes ,No ,FreeSync Premium Pro ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
MSI G255F,MSI , G255F | 9S6-3BC01M-002 | 9S6-3BC01M-004 | ,"24.5"" ",1920 x 1080 ,180 Hz ,1 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.282 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort 1.2a | 2 x HDMI 2.0b | 
INNOCN 25G2S,INNOCN ,25G2S ,"24.5"" ",2560 x 1440 ,240 Hz ,,IPS ,16:9 ,Black ,,0.212 mm ,Yes ,No ,G-Sync Compatible ,Yes ,100 x 100 ,178° H x 178° V , 2 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
LG 27GS95QE-B,LG , 27GS95QE-B | 27GS95QE-B.AEU | ,"27"" ",2560 x 1440 ,240 Hz ,0.03 ms ,OLED ,16:9 ,Black ,275 cd/m² ,0.233 mm ,Yes ,No , FreeSync Premium Pro | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
MSI MAG 276CXF,MSI ,MAG 276CXF ,"27"" ",1920 x 1080 ,280 Hz ,0.5 ms ,VA ,16:9 ,Black ,300 cd/m² ,0.311 mm ,Yes ,Yes ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4a | 2 x HDMI 2.0b | 
Asus ROG Swift OLED PG27AQDM,Asus , 90LM08Q0-B01AB0 | PG27AQDM | 90LM08Q0-B01A70 | ,"26.5"" ",2560 x 1440 ,240 Hz ,0.03 ms ,OLED ,16:9 ,Black / Red ,1000 cd/m² ,0.229 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
MSI MPG 341CQR QD-OLED X36,MSI , MPG 341CQR QD-OLED X36 | 9S6-3DE29A-001 | ,"34"" ",3440 x 1440 ,360 Hz ,0.03 ms ,QD-OLED ,21:9 ,Black ,1300 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync Premium Pro ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 2.1a | 2 x HDMI 2.1 | 1 x USB Type-C | 
Acer XV270U Z1bmiiprx,Acer , UM.HX0AA.101 | XV270U Z1bmiiprx | ,"27"" ",2560 x 1440 ,270 Hz ,0.5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.233 mm ,Yes ,No ,FreeSync Premium ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
LG UltraGear OLED,LG ,27GX790B-B ,"27"" ",2560 x 1440 ,540 Hz ,0.02 ms ,WOLED Tandem ,16:9 ,Black ,335 cd/m² ,0.233 mm ,Yes ,No , FreeSync Premium Pro | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 2.1 | 2 x HDMI 2.1 | 
Asus ROG Strix XG27UCS,Asus , 90LM09S0-B011B0 | XG27UCS | 90LM09S0-B01170 | ,"27"" ",3840 x 2160 ,160 Hz ,1 ms ,IPS ,16:9 ,Black ,450 cd/m² ,0.156 mm ,Yes ,No , FreeSync Premium | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 1 x HDMI 2.1 | 1 x USB Type-C | 
Samsung Odyssey G50D,Samsung , LS27DG500ENXZA | LS27DG502EUXXU | LS27DG500EUXEN | ,"27"" ",2560 x 1440 ,180 Hz ,1 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 2.0 | 
Xiaomi G Pro 27i,Xiaomi ,P27QBA-RGPGL ,"27"" ",2560 x 1440 ,180 Hz ,,IPS Mini LED ,16:9 ,Black / Silver ,1000 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,75 x 75 ,178° H x 178° V , 2 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Asus TUF Gaming VG27AQ5A,Asus , VG27AQ5A | 90LM0BN0-B013B1 | ,"27"" ",2560 x 1440 ,210 Hz ,1 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,No ,FreeSync Premium ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
AOC Q27G40XMN,AOC , Q27G40XMN | MNAO Q27G40XMN | ,"27"" ",2560 x 1440 ,180 Hz ,1 ms ,VA QD-Mini LED ,16:9 ,Black ,450 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 1 x HDMI 2.0 | 
Asus ROG Swift OLED PG34WCDM,Asus , PG34WCDM | ROG Swift OLED PG34WCDM | 90LM09L0-B01A70 | 90LM09L0-B01AB0 | ,"33.94"" ",3440 x 1440 ,240 Hz ,0.03 ms ,OLED ,21:9 ,Black ,1300 cd/m² ,0.231 mm ,Yes ,Yes , FreeSync Premium Pro | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 1 x USB Type-C | 
Dell Alienware AW3423DWF,Dell , AW3423DWF | W5HHN | 210-BFRQ | GAME-AW3423DWF | ,"34.18"" ",3440 x 1440 ,165 Hz ,0.1 ms ,QD-OLED ,21:9 ,Black ,1000 cd/m² ,0.233 mm ,Yes ,Yes ,FreeSync Premium Pro ,No ,100 x 100 ,178° H x 178° V , 2 x DisplayPort 1.4 | 1 x HDMI | 
AOC C27G2Z,AOC ,C27G2Z ,"27"" ",1920 x 1080 ,240 Hz ,,VA ,16:9 ,Silver / Black ,250 cd/m² ,0.311 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 2 x HDMI 2.0 | 
Philips Evnia 8000 27M2N8500,Philips , 27M2N8500/27 | 27M2N8500/00 | 27M2N8500 | ,"26.5"" ",2560 x 1440 ,360 Hz ,0.03 ms ,QD-OLED ,16:9 ,White / Silver ,1000 cd/m² ,0.229 mm ,Yes ,No ,FreeSync ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
Samsung Odyssey OLED G85SD,Samsung , LS34DG856SNXZA | S34DG856SN | LS34DG850SUXDU | LS34DG850SUXEN | ,"34"" ",3440 x 1440 ,175 Hz ,0.03 ms ,OLED ,21:9 ,Silver ,250 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync Premium Pro ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
MSI MPG 272URX QD-OLED,MSI ,MPG 272URX QD-OLED ,"27"" ",3840 x 2160 ,240 Hz ,0.03 ms ,QD-OLED ,16:9 ,Black ,1000 cd/m² ,0.156 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 2.1 | 2 x HDMI 2.1 | 1 x USB Type-C | 
AOC Q27G4XF,AOC ,Q27G4XF ,"27"" ",2560 x 1440 ,180 Hz ,1 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 1 x HDMI 2.0 | 
Asus TUF Gaming VG32WQ3B,Asus , VG32WQ3B | 90lm0ap1-b011b1 | TUF Gaming VG32WQ3B | 90LM0AP1-B01171 | ,"31.5"" ",2560 x 1440 ,180 Hz ,1 ms ,VA ,16:9 ,Black ,300 cd/m² ,0.272 mm ,Yes ,Yes ,FreeSync ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
Gigabyte MO27Q28G,Gigabyte ,MO27Q28G ,"27"" ",2560 x 1440 ,280 Hz ,0.03 ms ,WOLED ,16:9 ,Black ,1500 cd/m² ,0.233 mm ,Yes ,No ,G-Sync Compatible ,Yes ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
Asus VG248QG,Asus , VG248QG | 90LMGG901Q022E1C- | ,"24"" ",1920 x 1080 ,165 Hz ,0.5 ms ,TN ,16:9 ,Black ,350 cd/m² ,0.277 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,Yes ,,170° H x 160° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 1 x HDMI | 
AOC C32G2ZE/BK,AOC , C32G2ZE/BK | C32G2ZE | ,"31.5"" ",1920 x 1080 ,240 Hz ,,VA ,16:9 ,Black / Red ,300 cd/m² ,0.363 mm ,Yes ,Yes ,FreeSync Premium ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Samsung Odyssey G3,Samsung ,LS24AG302NNXZA ,"24"" ",1920 x 1080 ,144 Hz ,,VA ,16:9 ,Black ,250 cd/m² ,0.277 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort 1.2 | 1 x HDMI 1.4 | 
MSI MAG 271QPX QD-OLED,MSI ,MAG 271QPX QD-OLED ,"26.5"" ",2560 x 1440 ,360 Hz ,0.03 ms ,QD-OLED ,16:9 ,Black ,1000 cd/m² ,0.229 mm ,Yes ,No ,FreeSync ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4a | 1 x HDMI 2.1 | 1 x USB Type-C | 
MSI MAG 276CF E20,MSI ,MAG 276CF E20 ,"27"" ",1920 x 1080 ,200 Hz ,0.5 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,Yes ,FreeSync Premium ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.2a | 2 x HDMI 2.0b | 
KOORUI G2421V,KOORUI ,G2421V ,"23.8"" ",2560 x 1440 ,180 Hz ,,IPS ,16:9 ,Black ,350 cd/m² ,0.206 mm ,Yes ,No ,None ,No ,75 x 75 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.0 | 
BenQ ZOWIE XL2566X+,BenQ , XL2566X+ | 9H.LMRLB.QBE | ,"24.1"" ",1920 x 1080 ,400 Hz ,,TN ,16:9 ,Black ,320 cd/m² ,0.278 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x DisplayPort 1.4 | 3 x HDMI 2.0 | 
LG UltraGear OLED 34GX90SA-W,LG , 34GX90SA-W | 34GX90SA-W.AEU | ,"34"" ",3440 x 1440 ,240 Hz ,0.03 ms ,WOLED ,21:9 ,White ,1300 cd/m² ,0.232 mm ,Yes ,Yes , FreeSync Premium | G-Sync Compatible | ,No ,100 x 100 ,178° H x 178° V , 1 x DisplayPort 1.4 | 2 x HDMI 2.1 | 
