Name,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Thread Count,Performance Core Clock,Performance Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading,Efficiency Core Clock,Efficiency Core Boost Clock,Model
AMD Ryzen 9 3900,AMD ,100-000000070 ,AMD Ryzen 9 ,Zen 2 ,Matisse ,AM4 ,12.0,24.0,3.1 GHz ,,6 MB ,64 MB ,65 W ,None ,128 GB ,No ,No ,OEM/Tray ,7 nm ,No ,Yes ,,,
Intel Celeron 440,Intel ,BX80557440 ,Intel Celeron ,Core ,Conroe ,LGA775 ,1.0,1.0,2 GHz ,,0.5 MB ,0 MB ,35 W ,None ,,No ,Yes ,Boxed ,65 nm ,Yes ,No ,,,
Intel Xeon E3-1230 V2,Intel ,BX80637E31230V2 ,Intel Xeon E3 ,Ivy Bridge ,Ivy Bridge ,LGA1155 ,4.0,8.0,3.3 GHz ,,1 MB ,8 MB ,69 W ,None ,,Yes ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
AMD Ryzen 5 5600T,AMD ,100-000001584 ,AMD Ryzen 5 ,Zen 3 ,Vermeer ,AM4 ,6.0,12.0,3.5 GHz ,4.5 GHz ,3 MB ,32 MB ,65 W ,None ,128 GB ,Yes ,No ,OEM/Tray ,7 nm ,No ,Yes ,,,
Intel Core Ultra 5 245,Intel ,AT8076806775 ,Intel Core Ultra 5 ,Arrow Lake ,Arrow Lake ,LGA1851 ,14.0,14.0,3.5 GHz ,5.1 GHz ,26 MB ,24 MB ,65 W ,Intel Xe ,192 GB ,Yes ,No ,OEM/Tray ,3 nm ,No ,No ,3 GHz ,4.5 GHz ,
Intel 300,Intel ,BX80715300 ,Intel Processor ,Raptor Lake Refresh ,Raptor Lake Refresh ,LGA1700 ,2.0,4.0,3.9 GHz ,,2.5 MB ,6 MB ,46 W ,Intel UHD Graphics 710 ,192 GB ,Yes ,Yes ,Boxed ,7 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Core i9-13900F,Intel ,BX8071513900F ,Intel Core i9 ,Raptor Lake ,Raptor Lake ,LGA1700 ,24.0,32.0,2 GHz ,5.6 GHz ,32 MB ,36 MB ,65 W ,None ,192 GB ,Yes ,Yes ,Boxed ,10 nm ,Yes ,Yes: Hyper-Threading ,2.2 GHz ,4.2 GHz ,
AMD A10-7850K,AMD ,AD785KXBJABOX ,AMD A10 ,Steamroller ,Kaveri ,FM2+ ,4.0,4.0,3.7 GHz ,4 GHz ,4 MB ,0 MB ,95 W ,Radeon R7 (on-die) ,,No ,Yes ,Boxed ,28 nm ,Yes ,No ,,,
Intel Core i9-9940X,Intel ,BX80673I99940X ,Intel Core i9 ,Skylake ,Skylake-X ,LGA2066 ,14.0,28.0,3.3 GHz ,4.4 GHz ,14 MB ,19.25 MB ,165 W ,None ,128 GB ,No ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i7-13700T,Intel ,CM8071504820903 ,Intel Core i7 ,Raptor Lake ,Raptor Lake ,LGA1700 ,16.0,24.0,1.4 GHz ,4.9 GHz ,24 MB ,30 MB ,35 W ,None ,192 GB ,Yes ,No ,OEM/Tray ,10 nm ,No ,Yes: Hyper-Threading ,1 GHz ,3.6 GHz ,
AMD FX-6100,AMD ,FD6100WMGUSBX ,AMD FX ,Bulldozer ,Zambezi ,AM3+ ,6.0,6.0,3.3 GHz ,,6 MB ,6 MB ,95 W ,None ,,No ,Yes ,OEM/Tray ,32 nm ,Yes ,No ,,,
Intel Core i7-5820K,Intel ,CM8064801548435 ,Intel Core i7 ,Haswell ,Haswell-E ,LGA2011-3 ,6.0,12.0,3.3 GHz ,3.6 GHz ,1.5 MB ,15 MB ,140 W ,None ,64 GB ,No ,No ,OEM/Tray ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i7-7700T,Intel ,CM8067702868416 ,Intel Core i7 ,Kaby Lake ,Kaby Lake-S ,LGA1151 ,4.0,8.0,2.9 GHz ,3.8 GHz ,1 MB ,8 MB ,35 W ,Intel HD Graphics 630 ,64 GB ,No ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i3-4160,Intel ,BX80646I34160 ,Intel Core i3 ,Haswell Refresh ,Haswell Refresh ,LGA1150 ,2.0,4.0,3.6 GHz ,,0.5 MB ,3 MB ,54 W ,Intel HD Graphics 4400 ,,Yes ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Xeon E5-2697 V4,Intel ,BX80660E52697V4 ,Intel Xeon E5 ,Broadwell ,Broadwell-EP ,LGA2011-3 ,18.0,36.0,2.3 GHz ,3.6 GHz ,4.5 MB ,45 MB ,145 W ,None ,1536 GB ,Yes ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core 2 Duo E7500,Intel ,BX80571E7500 ,Intel Core 2 Duo ,Wolfdale ,Wolfdale ,LGA775 ,2.0,2.0,2.93 GHz ,,3 MB ,0 MB ,65 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
Intel Pentium E5700,Intel ,BX80571E5700 ,Intel Pentium ,Wolfdale ,Wolfdale ,LGA775 ,2.0,2.0,3 GHz ,,2 MB ,0 MB ,65 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
Intel Core i3-2120,Intel ,BX80623I32120 ,Intel Core i3 ,Sandy Bridge ,Sandy Bridge ,LGA1155 ,2.0,4.0,3.3 GHz ,,0.5 MB ,3 MB ,65 W ,Intel HD Graphics 2000 ,,No ,Yes ,Boxed ,32 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Xeon E5-2640 V4,Intel ,BX80660E52640V4 ,Intel Xeon E5 ,Broadwell ,Broadwell-EP ,LGA2011-3 ,10.0,20.0,2.4 GHz ,3.4 GHz ,2.5 MB ,25 MB ,90 W ,None ,1536 GB ,Yes ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i5-3330,Intel ,BX80637i53330 ,Intel Core i5 ,Ivy Bridge ,Ivy Bridge ,LGA1155 ,4.0,4.0,3 GHz ,,1 MB ,6 MB ,77 W ,Intel HD Graphics 2500 ,,No ,Yes ,Boxed ,22 nm ,Yes ,No ,,,
Intel Core i7-4790S,Intel ,BX80646I74790S ,Intel Core i7 ,Haswell Refresh ,Haswell Refresh ,LGA1150 ,4.0,8.0,3.2 GHz ,4 GHz ,1 MB ,8 MB ,65 W ,Intel HD Graphics 4000 ,,No ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Core i5-7600,Intel ,CM8067702868011 ,Intel Core i5 ,Kaby Lake ,Kaby Lake-S ,LGA1151 ,4.0,4.0,3.5 GHz ,4.1 GHz ,1 MB ,6 MB ,65 W ,Intel HD Graphics 630 ,64 GB ,No ,No ,OEM/Tray ,14 nm ,No ,No ,,,
Intel Core i7-990X Extreme Edition,Intel ,BX80613I7990X ,Intel Core i7 Extreme ,Westmere ,Gulftown ,LGA1366 ,6.0,12.0,3.467 GHz ,,1.5 MB ,12 MB ,130 W ,None ,,No ,Yes ,Boxed ,32 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Xeon E5-2698 V4,Intel ,CM8066002024000 ,Intel Xeon E5 ,Broadwell ,Broadwell-EP ,LGA2011-3 ,20.0,40.0,2.2 GHz ,3.6 GHz ,5 MB ,50 MB ,135 W ,None ,1536 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i7-3970X Extreme Edition,Intel ,BX80619I73970X ,Intel Core i7 Extreme ,Sandy Bridge ,Sandy Bridge-E ,LGA2011 ,6.0,12.0,3.5 GHz ,,1.5 MB ,15 MB ,150 W ,None ,,No ,No ,Boxed ,32 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i7-8700T,Intel ,CM8068403358413 ,Intel Core i7 ,Coffee Lake ,Coffee Lake ,LGA1151 ,6.0,12.0,2.4 GHz ,4 GHz ,1.5 MB ,12 MB ,35 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Pentium G2120,Intel ,BX80637G2120 ,Intel Pentium ,Ivy Bridge ,Ivy Bridge ,LGA1155 ,2.0,2.0,3.1 GHz ,,0.5 MB ,3 MB ,55 W ,Intel HD Graphics ,,Yes ,Yes ,Boxed ,22 nm ,Yes ,No ,,,
AMD Ryzen 5 2400G,AMD ,YD2400C5M4MFB ,AMD Ryzen 5 ,Zen ,Raven Ridge ,AM4 ,4.0,8.0,3.6 GHz ,3.9 GHz ,2 MB ,4 MB ,65 W ,Radeon Vega 11 ,,No ,No ,OEM/Tray ,14 nm ,No ,Yes ,,,
AMD Ryzen 5 PRO 7645,AMD ,100-000000600 ,AMD Ryzen 5 PRO ,Zen 4 ,Raphael ,AM5 ,6.0,12.0,3.8 GHz ,5.1 GHz ,6 MB ,32 MB ,65 W ,Radeon ,128 GB ,Yes ,No ,OEM/Tray ,5 nm ,No ,Yes ,,,
Intel Core i7-4770K,Intel ,BXF80646I74770K ,Intel Core i7 ,Haswell ,Haswell ,LGA1150 ,4.0,8.0,3.5 GHz ,3.9 GHz ,1 MB ,8 MB ,84 W ,Intel HD Graphics 4600 ,,No ,No ,Boxed ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core 2 Quad Q9550,Intel ,EU80569PJ073N ,Intel Core 2 Quad ,Yorkfield ,Yorkfield ,LGA775 ,4.0,4.0,2.83 GHz ,,12 MB ,0 MB ,95 W ,None ,,No ,No ,OEM/Tray ,45 nm ,No ,No ,,,
Intel Xeon E5-1630 V4,Intel ,CM8066002395300 ,Intel Xeon E5 ,Broadwell ,Broadwell-EP ,LGA2011-3 ,4.0,8.0,3.7 GHz ,4 GHz ,1 MB ,10 MB ,140 W ,None ,1536 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i5-9600K,Intel ,CM8068403874404 ,Intel Core i5 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,6.0,6.0,3.7 GHz ,4.6 GHz ,1.5 MB ,9 MB ,95 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,OEM/Tray ,14 nm ,No ,No ,,,
Intel Core i3-13100T,Intel ,CM8071505092101 ,Intel Core i3 ,Raptor Lake ,Raptor Lake ,LGA1700 ,4.0,8.0,2.5 GHz ,4.2 GHz ,5 MB ,12 MB ,35 W ,Intel UHD Graphics 730 ,192 GB ,No ,No ,OEM/Tray ,10 nm ,No ,Yes: Hyper-Threading ,,,
AMD A10-6700,AMD ,AD6700OKHLBOX ,AMD A10 ,Piledriver ,Richland ,FM2 ,4.0,4.0,3.7 GHz ,,2 MB ,0 MB ,65 W ,Radeon HD 8670D ,,No ,Yes ,Boxed ,32 nm ,Yes ,No ,,,
Intel Celeron G3900,Intel ,BX80662G3900 ,Intel Celeron ,Skylake ,Skylake-S ,LGA1151 ,2.0,2.0,2.8 GHz ,,0.5 MB ,2 MB ,51 W ,Intel HD Graphics 510 ,64 GB ,Yes ,Yes ,Boxed ,14 nm ,Yes ,No ,,,
Intel Core i9-9900K (Standard Folding Box),Intel ,BX806849900K ,Intel Core i9 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,8.0,16.0,3.6 GHz ,5 GHz ,2 MB ,16 MB ,95 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,Core i9-9900K (Standard Folding Box) 
Intel Core i3-2120T,Intel ,BX80623I32120T ,Intel Core i3 ,Sandy Bridge ,Sandy Bridge ,LGA1155 ,2.0,4.0,2.6 GHz ,,0.5 MB ,3 MB ,35 W ,Intel HD Graphics 2000 ,,No ,Yes ,Boxed ,32 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Xeon E5-2687W V4,Intel ,BX80660E52687V4 ,Intel Xeon E5 ,Broadwell ,Broadwell-EP ,LGA2011-3 ,12.0,24.0,3 GHz ,3.5 GHz ,3 MB ,30 MB ,160 W ,None ,1536 GB ,Yes ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i5-7500T,Intel ,BX80677I57500T ,Intel Core i5 ,Kaby Lake ,Kaby Lake-S ,LGA1151 ,4.0,4.0,2.7 GHz ,3.3 GHz ,1 MB ,6 MB ,35 W ,Intel HD Graphics 630 ,64 GB ,No ,Yes ,Boxed ,14 nm ,Yes ,No ,,,
Intel Core i7-3770S,Intel , BX80637I73770S | BX806237I73770S | ,Intel Core i7 ,Ivy Bridge ,Ivy Bridge ,LGA1155 ,4.0,8.0,3.1 GHz ,,1 MB ,8 MB ,65 W ,Intel HD Graphics 4000 ,,No ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Xeon E3-1270 V3,Intel ,BX80646E31270V3 ,Intel Xeon E3 ,Haswell ,Haswell ,LGA1150 ,4.0,8.0,3.5 GHz ,3.9 GHz ,1 MB ,8 MB ,80 W ,None ,,Yes ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Core i5-9500T,Intel ,CM8068403362510 ,Intel Core i5 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,6.0,6.0,2.2 GHz ,3.7 GHz ,1.5 MB ,9 MB ,35 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,OEM/Tray ,14 nm ,No ,No ,,,
Intel Core i7-870,Intel ,BX80605I7870 ,Intel Core i7 ,Nehalem ,Lynnfield ,LGA1156 ,4.0,8.0,2.93 GHz ,,1 MB ,8 MB ,95 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Core i7-5775C,Intel ,BX80658I75775C ,Intel Core i7 ,Broadwell ,Broadwell ,LGA1150 ,4.0,8.0,3.3 GHz ,3.7 GHz ,1 MB ,6 MB ,65 W ,Iris Pro Graphics 6200 ,,No ,Yes ,Boxed ,14 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Core i7-4770S,Intel ,BX80646I74770S ,Intel Core i7 ,Haswell ,Haswell ,LGA1150 ,4.0,8.0,3.1 GHz ,,1 MB ,8 MB ,65 W ,Intel HD Graphics 4600 ,,No ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Celeron E3400,Intel ,AT80571RG0641ML ,Intel Celeron ,Wolfdale ,Wolfdale ,LGA775 ,2.0,2.0,2.6 GHz ,,1 MB ,0 MB ,65 W ,None ,,No ,No ,OEM/Tray ,45 nm ,No ,No ,,,
Intel Core i7-9800X,Intel ,BX80673I79800X ,Intel Core i7 ,Skylake ,Skylake-X ,LGA2066 ,8.0,16.0,3.8 GHz ,4.5 GHz ,8 MB ,16.5 MB ,165 W ,None ,128 GB ,No ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i7-6700T,Intel ,CM8066201920202 ,Intel Core i7 ,Skylake ,Skylake-S ,LGA1151 ,4.0,8.0,2.8 GHz ,3.6 GHz ,1 MB ,8 MB ,35 W ,Intel HD Graphics 530 ,64 GB ,No ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
AMD FX-8350,AMD ,FD8350FRHKHBX ,AMD FX ,Piledriver ,Vishera ,AM3+ ,8.0,8.0,4 GHz ,,8 MB ,8 MB ,125 W ,None ,,No ,Yes ,Boxed ,32 nm ,Yes ,No ,,,
Intel Xeon E3-1231 V3,Intel ,BX80646E31231V3 ,Intel Xeon E3 ,Haswell Refresh ,Haswell Refresh ,LGA1150 ,4.0,8.0,3.4 GHz ,3.8 GHz ,1 MB ,8 MB ,80 W ,None ,,Yes ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
AMD Ryzen 5 5600F,AMD ,100-000001903 ,AMD Ryzen 5 ,Zen 3 ,Vermeer ,AM4 ,6.0,12.0,3 GHz ,4 GHz ,3 MB ,32 MB ,65 W ,None ,128 GB ,Yes ,No ,OEM/Tray ,7 nm ,No ,Yes ,,,
Intel Core i7-9700F,Intel ,CM8068403874523 ,Intel Core i7 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,8.0,8.0,3 GHz ,4.7 GHz ,2 MB ,12 MB ,65 W ,None ,128 GB ,No ,No ,OEM/Tray ,14 nm ,No ,No ,,,
Intel Pentium Gold G5400,Intel ,BX80684G5400 ,Intel Pentium Gold ,Coffee Lake ,Coffee Lake ,LGA1151 ,2.0,4.0,3.7 GHz ,,0.5 MB ,4 MB ,58 W ,Intel UHD Graphics 610 ,64 GB ,Yes ,Yes ,Boxed ,14 nm ,Yes ,Yes: Hyper-Threading ,,,
AMD A10-7700K,AMD ,AD770KXBJABOX ,AMD A10 ,Steamroller ,Kaveri ,FM2+ ,4.0,4.0,3.4 GHz ,3.8 GHz ,4 MB ,0 MB ,95 W ,Radeon R7 (on-die) ,,No ,Yes ,Boxed ,28 nm ,Yes ,No ,,,
Intel Xeon E5-2697 V3,Intel ,BX80644E52697V3 ,Intel Xeon E5 ,Haswell ,Haswell-EP ,LGA2011-3 ,14.0,28.0,2.6 GHz ,3.6 GHz ,3.5 MB ,35 MB ,145 W ,None ,,Yes ,No ,Boxed ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i7-6900K,Intel ,BX80671I76900K ,Intel Core i7 ,Broadwell ,Broadwell-E ,LGA2011-3 ,8.0,16.0,3.2 GHz ,3.7 GHz ,2 MB ,20 MB ,140 W ,None ,128 GB ,No ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
AMD A8-7600,AMD ,AD7600YBJABOX ,AMD A8 ,Steamroller ,Kaveri ,FM2+ ,4.0,4.0,3.1 GHz ,3.8 GHz ,4 MB ,0 MB ,65 W ,Radeon R7 (on-die) ,,No ,Yes ,Boxed ,28 nm ,Yes ,No ,,,
Intel Core i3-8350K,Intel ,BX80684I38350K ,Intel Core i3 ,Coffee Lake ,Coffee Lake ,LGA1151 ,4.0,4.0,4 GHz ,,1 MB ,8 MB ,91 W ,Intel UHD Graphics 630 ,64 GB ,No ,No ,Boxed ,14 nm ,No ,No ,,,
Intel Core i9-9900X,Intel ,CD8067304126200 ,Intel Core i9 ,Skylake ,Skylake-X ,LGA2066 ,10.0,20.0,3.5 GHz ,4.4 GHz ,10 MB ,19.25 MB ,165 W ,None ,128 GB ,No ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Pentium G2020,Intel ,BX80637G2020 ,Intel Pentium ,Ivy Bridge ,Ivy Bridge ,LGA1155 ,2.0,2.0,2.9 GHz ,,0.5 MB ,3 MB ,55 W ,Intel HD Graphics ,,No ,Yes ,Boxed ,22 nm ,Yes ,No ,,,
Intel Core i9-10940X,Intel ,BX8069510940X ,Intel Core i9 ,Cascade Lake ,Cascade Lake-X ,LGA2066 ,14.0,28.0,3.3 GHz ,4.8 GHz ,14 MB ,19.25 MB ,165 W ,None ,256 GB ,No ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
AMD Phenom II X6 1100T Black,AMD ,HDE00ZFBGRBOX ,AMD Phenom II X6 ,K10 ,Thuban ,AM3 ,6.0,6.0,3.3 GHz ,,3 MB ,6 MB ,125 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
AMD FX-4300,AMD ,FD4300WMHKBOX ,AMD FX ,Piledriver ,Vishera ,AM3+ ,4.0,4.0,3.8 GHz ,,4 MB ,4 MB ,95 W ,None ,,No ,Yes ,Boxed ,32 nm ,Yes ,No ,,,
Intel Core i5-13600,Intel ,BX8071513600 ,Intel Core i5 ,Raptor Lake ,Raptor Lake ,LGA1700 ,14.0,20.0,2.7 GHz ,5 GHz ,11.5 MB ,24 MB ,65 W ,Intel UHD Graphics 770 ,192 GB ,No ,Yes ,Boxed ,10 nm ,Yes ,Yes: Hyper-Threading ,2 GHz ,3.7 GHz ,
Intel Xeon E3-1285 V6,Intel ,CM8067702870937 ,Intel Xeon E3 ,Kaby Lake ,Kaby Lake-S ,LGA1151 ,4.0,8.0,4.1 GHz ,4.5 GHz ,1 MB ,8 MB ,79 W ,Intel HD Graphics 630 ,64 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
AMD Ryzen 7 1700X,AMD ,YD170XBCAEMPK ,AMD Ryzen 7 ,Zen ,Summit Ridge ,AM4 ,8.0,16.0,3.4 GHz ,3.8 GHz ,4 MB ,16 MB ,95 W ,None ,,No ,Yes ,Boxed ,14 nm ,Yes ,Yes ,,,
Intel Core i5-9600,Intel ,BX80684I59600 ,Intel Core i5 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,6.0,6.0,3.1 GHz ,4.6 GHz ,1.5 MB ,9 MB ,65 W ,Intel UHD Graphics 630 ,128 GB ,No ,Yes ,Boxed ,14 nm ,Yes ,No ,,,
AMD Athlon II X4 640,AMD ,ADX640WFGMBOX ,AMD Athlon II X4 ,K10 ,Propus ,AM3 ,4.0,4.0,3 GHz ,,2 MB ,0 MB ,95 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
Intel Core i7-4820K,Intel ,BX80633I74820K ,Intel Core i7 ,Ivy Bridge ,Ivy Bridge-E ,LGA2011 ,4.0,8.0,3.7 GHz ,3.9 GHz ,1 MB ,10 MB ,130 W ,None ,,No ,No ,Boxed ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i5-7500,Intel ,CM8067702868012 ,Intel Core i5 ,Kaby Lake ,Kaby Lake-S ,LGA1151 ,4.0,4.0,3.4 GHz ,3.8 GHz ,1 MB ,6 MB ,65 W ,Intel HD Graphics 630 ,64 GB ,No ,No ,OEM/Tray ,14 nm ,No ,No ,,,
AMD EPYC 4244P,AMD ,100-100001480WOF ,AMD EPYC ,Zen 4 ,Raphael ,AM5 ,6.0,12.0,3.8 GHz ,5.1 GHz ,6 MB ,32 MB ,65 W ,Radeon ,,Yes ,No ,Boxed ,5 nm ,No ,Yes ,,,
Intel Xeon E5-2670 V3,Intel ,BX80644E52670V3 ,Intel Xeon E5 ,Haswell ,Haswell-EP ,LGA2011-3 ,12.0,24.0,2.3 GHz ,3.1 GHz ,3 MB ,30 MB ,120 W ,None ,,Yes ,No ,Boxed ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i7-980X Extreme Edition,Intel ,BX80613I7980X ,Intel Core i7 Extreme ,Westmere ,Gulftown ,LGA1366 ,6.0,12.0,3.33 GHz ,,1.5 MB ,12 MB ,130 W ,None ,,No ,Yes ,Boxed ,32 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Core i5-655K,Intel ,BX80616I5655K ,Intel Core i5 ,Westmere ,Clarkdale ,LGA1156 ,2.0,4.0,3.2 GHz ,,0.5 MB ,4 MB ,73 W ,Intel HD Graphics ,,No ,Yes ,Boxed ,32 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Xeon E5-1620 V3,Intel ,BX80644E51620V3 ,Intel Xeon E5 ,Haswell ,Haswell-EP ,LGA2011-3 ,4.0,8.0,3.5 GHz ,3.6 GHz ,1 MB ,10 MB ,140 W ,None ,,Yes ,No ,Boxed ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i5-8600K,Intel ,CM8068403358508 ,Intel Core i5 ,Coffee Lake ,Coffee Lake ,LGA1151 ,6.0,6.0,3.6 GHz ,4.3 GHz ,1.5 MB ,9 MB ,95 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,OEM/Tray ,14 nm ,No ,No ,,,
Intel Core 2 Extreme QX9775,Intel ,BX80574QX9775 ,Intel Core 2 Extreme ,Yorkfield ,Yorkfield ,LGA771 ,4.0,4.0,3.2 GHz ,,12 MB ,0 MB ,150 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
Intel Celeron G4930,Intel ,BX80684G4930 ,Intel Celeron ,Coffee Lake ,Coffee Lake ,LGA1151 ,2.0,2.0,3.2 GHz ,,0.5 MB ,2 MB ,54 W ,Intel UHD Graphics 610 ,64 GB ,Yes ,Yes ,Boxed ,14 nm ,Yes ,No ,,,
Intel Celeron G4900,Intel ,CM8068403378112 ,Intel Celeron ,Coffee Lake ,Coffee Lake ,LGA1151 ,2.0,2.0,3.1 GHz ,,0.5 MB ,2 MB ,65 W ,Intel UHD Graphics 610 ,64 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,No ,,,
Intel Core i5-3450,Intel , BX80637I53450 | BX806237I53450 | ,Intel Core i5 ,Ivy Bridge ,Ivy Bridge ,LGA1155 ,4.0,4.0,3.1 GHz ,,1 MB ,6 MB ,77 W ,Intel HD Graphics 2500 ,,No ,Yes ,Boxed ,22 nm ,Yes ,No ,,,
Intel Xeon E5-2630 V3,Intel ,CM8064401831000 ,Intel Xeon E5 ,Haswell ,Haswell-EP ,LGA2011-3 ,8.0,16.0,2.4 GHz ,3.2 GHz ,2 MB ,20 MB ,85 W ,None ,,Yes ,No ,OEM/Tray ,22 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i7-3820,Intel ,BX80619I73820 ,Intel Core i7 ,Sandy Bridge ,Sandy Bridge-E ,LGA2011 ,4.0,8.0,3.6 GHz ,,1 MB ,10 MB ,130 W ,None ,,No ,No ,Boxed ,32 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i3-10100T,Intel ,CM8070104291412 ,Intel Core i3 ,Comet Lake ,Comet Lake ,LGA1200 ,4.0,8.0,3 GHz ,3.8 GHz ,1 MB ,6 MB ,35 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core 2 Quad Q6600,Intel ,HH80562PH0568M ,Intel Core 2 Quad ,Core ,Kentsfield ,LGA775 ,4.0,4.0,2.4 GHz ,,8 MB ,0 MB ,100 W ,None ,,No ,No ,OEM/Tray ,65 nm ,No ,No ,,,
AMD A8-6600K,AMD ,AD660KWOHLBOX ,AMD A8 ,Piledriver ,Richland ,FM2 ,4.0,4.0,3.9 GHz ,,2 MB ,0 MB ,100 W ,Radeon HD 8570D ,,No ,Yes ,Boxed ,32 nm ,Yes ,No ,,,
AMD Ryzen 7 PRO 7745,AMD ,100-000000599 ,AMD Ryzen 7 PRO ,Zen 4 ,Raphael ,AM5 ,8.0,16.0,3.8 GHz ,5.3 GHz ,8 MB ,32 MB ,65 W ,Radeon ,128 GB ,Yes ,No ,OEM/Tray ,5 nm ,No ,Yes ,,,
AMD EPYC 4464P,AMD ,100-100001478WOF ,AMD EPYC ,Zen 4 ,Raphael ,AM5 ,12.0,24.0,3.7 GHz ,5.4 GHz ,12 MB ,32 MB ,65 W ,Radeon ,,Yes ,No ,Boxed ,5 nm ,No ,Yes ,,,
Intel Core i5-11600,Intel ,BX8070811600 ,Intel Core i5 ,Rocket Lake ,Rocket Lake-S ,LGA1200 ,6.0,12.0,2.8 GHz ,4.8 GHz ,3 MB ,12 MB ,65 W ,Intel UHD Graphics 750 ,128 GB ,No ,Yes ,Boxed ,14 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Core i3-3240,Intel ,BX80637i33240 ,Intel Core i3 ,Ivy Bridge ,Ivy Bridge ,LGA1155 ,2.0,4.0,3.4 GHz ,,0.5 MB ,3 MB ,55 W ,Intel HD Graphics 2500 ,,No ,Yes ,Boxed ,22 nm ,Yes ,Yes: Hyper-Threading ,,,
