Name,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader
G.Skill Trident Z Royal 32 GB,G.Skill ,F4-4266C16D-32GTRS ,DDR4-4266 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver ,8.908 ns ,19 ,1.5 V ,19-26-26-46 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 64 GB,G.Skill ,F4-4266C19D-64GTRS ,DDR4-4266 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Silver ,8.908 ns ,19 ,1.5 V ,19-26-26-46 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 32 GB,G.Skill ,F4-4000C16D-32GTRSA ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Silver ,8 ns ,16 ,1.4 V ,16-16-16-36 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 16 GB,G.Skill ,F4-4800C19D-16GTRGC ,DDR4-4800 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Gold ,7.917 ns ,19 ,1.5 V ,19-28-28-48 ,Non-ECC / Unbuffered ,Yes 
V-Color Manta XPrism RGB 32 GB,V-Color ,TMXPL1656836WWK ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White ,12.857 ns ,36 ,1.2 V ,36-36-36-76 ,Non-ECC / Unbuffered ,Yes 
V-Color Manta XPrism RGB 32 GB,V-Color ,TMXPL1662836KWK ,DDR5-6200 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,11.613 ns ,36 ,1.3 V ,36-39-39-76 ,Non-ECC / Unbuffered ,Yes 
V-Color Manta XPrism RGB 32 GB,V-Color ,TMXPL1664832KWK ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,10 ns ,32 ,1.4 V ,32-39-39-102 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 64 GB,G.Skill ,F4-2666C19D-64GVK ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Black ,14.254 ns ,19 ,1.2 V ,19-19-19-43 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 16 GB,G.Skill ,F4-4600C19D-16GVKE ,DDR4-4600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,8.261 ns ,19 ,1.5 V ,19-26-26-46 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 32 GB,G.Skill ,F4-3600C14Q-32GVKA ,DDR4-3600 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black ,7.778 ns ,14 ,1.4 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 32 GB,G.Skill ,F4-4600C19D-32GVK ,DDR4-4600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black ,8.261 ns ,19 ,1.5 V ,19-26-26-46 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 128 GB,G.Skill ,F4-3600C14Q2-128GVKA ,DDR4-3600 ,288-pin DIMM (DDR4) ,8 x 16GB ,,Black ,7.778 ns ,14 ,1.45 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 32 GB,G.Skill ,F4-2666C19S-32GVK ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 32GB ,,Black ,14.254 ns ,19 ,1.2 V ,19-19-19-43 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 16 GB,G.Skill ,F4-4266C19D-16GVKC ,DDR4-4266 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,8.908 ns ,19 ,1.4 V ,19-26-26-46 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws S5 64 GB,G.Skill ,F5-5600J3636D32GX2-RS5W ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 32GB ,$15.000 ,White ,12.857 ns ,36 ,1.25 V ,36-36-36-89 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal Elite 128 GB,G.Skill ,F4-3600C14Q2-128GTEG ,DDR4-3600 ,288-pin DIMM (DDR4) ,8 x 16GB ,,Gold ,7.778 ns ,14 ,1.45 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Royal 16 GB,G.Skill ,F4-5066C20D-16GTRG ,DDR4-5066 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Gold ,7.896 ns ,20 ,1.6 V ,20-30-30-50 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Neo 32 GB,G.Skill ,F4-3600C14Q-32GTZNA ,DDR4-3600 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / White ,7.778 ns ,14 ,1.45 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Neo 128 GB,G.Skill ,F4-3600C14Q2-128GTZN ,DDR4-3600 ,288-pin DIMM (DDR4) ,8 x 16GB ,,Black / White ,7.778 ns ,14 ,1.45 V ,14-15-15-35 ,Non-ECC / Unbuffered ,Yes 
G.Skill TridentZ RGB  32 GB,G.Skill ,F4-4600C19D-32GTZR ,DDR4-4600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black ,8.261 ns ,19 ,1.5 V ,19-26-26-46 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum RGB 128 GB,Corsair ,CMT128GX4M8C3200C16W ,DDR4-3200 ,288-pin DIMM (DDR4) ,8 x 16GB ,,White ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum RGB 16 GB,Corsair ,CMT16GX4M2K4000C19W ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White ,9.5 ns ,19 ,1.35 V ,19-23-23-45 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum RGB 16 GB,Corsair ,CMT16GX4M2E3200C16 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,10 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB RT 128 GB,Corsair ,CMN128GX4M4Z3200C16 ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 32GB ,,Black ,10 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB RT 16 GB,Corsair ,CMN16GX4M2Z4000C18 ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,9 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB RT 64 GB,Corsair ,CMN64GX4M4Z3600C18 ,DDR4-3600 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
HP V10 RGB 16 GB,HP ,48U41AA#ABC ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Silver / Black ,8.75 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 8 GB,GeIL ,GAOSR48GB3000C16ASC ,DDR4-3000 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Red ,10.667 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 8 GB,GeIL ,GAOSR48GB3200C16ASC ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Red ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 8 GB,GeIL ,GAOSR48GB3200C22SC ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Red ,13.75 ns ,22 ,1.2 V ,22-22-22-52 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 8 GB,GeIL ,GAOSG48GB2666C19SC ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Gray ,14.254 ns ,19 ,1.2 V ,19-19-19-43 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 16 GB,GeIL ,GAOSG416GB3200C16ASC ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 16GB ,,Gray ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 8 GB,GeIL ,GAOSG48GB3200C16ASC ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Gray ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 16 GB,GeIL ,GAOSG416GB3200C18ASC ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 16GB ,,Gray ,11.25 ns ,18 ,1.35 V ,18-20-20-38 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 32 GB,GeIL ,GAOSG432GB3600C18BSC ,DDR4-3600 ,288-pin DIMM (DDR4) ,1 x 32GB ,,Gray ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 16 GB,GeIL ,GAOSR416GB3000C16ADC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red ,10.667 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 64 GB,GeIL ,GAOSR464GB4000C18BDC ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Red ,9 ns ,18 ,1.4 V ,18-24-24-44 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 32 GB,GeIL ,GAOSG432GB3600C18BDC ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Gray ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 16 GB,GeIL ,GAOG416GB3600C18ADC ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Gray ,10 ns ,18 ,1.35 V ,18-20-20-40 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 128 GB,GeIL ,GAOSR4128GB3600C18BQC ,DDR4-3600 ,288-pin DIMM (DDR4) ,4 x 32GB ,,Red ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 32 GB,GeIL ,GAOSG432GB3200C16BQC ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Gray ,10 ns ,16 ,1.35 V ,16-20-20-40 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion RGB AMD Edition 32 GB,GeIL ,GAOSG432GB2666C19QC ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Gray ,14.254 ns ,19 ,1.2 V ,19-19-19-43 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion AMD Edition 16 GB,GeIL ,GAOR416GB4400C18ADC ,DDR4-4400 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red ,8.182 ns ,18 ,1.45 V ,18-24-24-44 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion AMD Edition 16 GB,GeIL ,GOG416GB3200C16BDC ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Gray ,10 ns ,16 ,1.35 V ,16-20-20-40 ,Non-ECC / Unbuffered ,Yes 
GeIL Orion AMD Edition 16 GB,GeIL ,GAOG416GB4400C18ADC ,DDR4-4400 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Gray ,8.182 ns ,18 ,1.45 V ,18-24-24-44 ,Non-ECC / Unbuffered ,Yes 
GeIL EVO Potenza AMD Edition 32 GB,GeIL ,GAPB432GB3200C16BDC ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black ,10 ns ,16 ,1.35 V ,16-20-20-40 ,Non-ECC / Unbuffered ,Yes 
GeIL EVO Potenza AMD Edition 8 GB,GeIL ,GAPR48GB2133C15DC ,DDR4-2133 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Red ,14.065 ns ,15 ,1.2 V ,15-15-15-36 ,Non-ECC / Unbuffered ,Yes 
GeIL Polaris RGB 8 GB,GeIL ,GOSW58GB4800C40SC ,DDR5-4800 ,288-pin DIMM (DDR5) ,1 x 8GB ,,White ,16.667 ns ,40 ,1.1 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
GeIL Polaris RGB 16 GB,GeIL ,GOSR516GB4800C40DC ,DDR5-4800 ,288-pin DIMM (DDR5) ,2 x 8GB ,,Red ,16.667 ns ,40 ,1.1 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
GeIL Polaris RGB 64 GB,GeIL ,GOSR564GB4800C40DC ,DDR5-4800 ,288-pin DIMM (DDR5) ,2 x 32GB ,,Red ,16.667 ns ,40 ,1.1 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
GeIL Polaris RGB 16 GB,GeIL ,GOSG516GB4800C40DC ,DDR5-4800 ,288-pin DIMM (DDR5) ,2 x 8GB ,,Gray ,16.667 ns ,40 ,1.1 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
GeIL Polaris RGB 16 GB,GeIL ,GOSG516GB5600C38ASC ,DDR5-5600 ,288-pin DIMM (DDR5) ,1 x 16GB ,,Gray ,13.571 ns ,38 ,1.25 V ,38-44-44-84 ,Non-ECC / Unbuffered ,Yes 
Kingston Fury Renegade RGB 128 GB,Kingston ,KF432C16RBAK4/128 ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 32GB ,,Black / Silver ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Fury Renegade RGB 128 GB,Kingston ,KF436C18RBAK4/128 ,DDR4-3600 ,288-pin DIMM (DDR4) ,4 x 32GB ,,Black / Silver ,10 ns ,18 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Fury Renegade RGB 16 GB,Kingston ,KF440C19RBAK2/16 ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Silver ,9.5 ns ,19 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Addlink Spider 4 8 GB,Addlink ,AG8GB32C16S4UB ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Addlink Spider 4 16 GB,Addlink ,AG16GB36C18S4UB ,DDR4-3600 ,288-pin DIMM (DDR4) ,1 x 16GB ,,Black ,10 ns ,18 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Addlink Spider 4 16 GB,Addlink ,AG8GB32C16S4UBX2 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Addlink Spider X4 16 GB,Addlink ,AG8GB36C18X4UBX2 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,10 ns ,18 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Vulcan Z 32 GB,TEAMGROUP ,TLZRD432G2666HC18H01 ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 32GB ,,Red ,13.503 ns ,18 ,1.2 V ,18-18-18-43 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Vulcan Z 32 GB,TEAMGROUP ,TLZRD432G3200HC16F01 ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 32GB ,,Red ,10 ns ,16 ,1.35 V ,16-20-20-40 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Vulcan Z 16 GB,TEAMGROUP ,TLZRD416G3000HC16FDC01 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red ,10.667 ns ,16 ,1.35 V ,16-20-20-40 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Vulcan Z 32 GB,TEAMGROUP ,TLZRD432G3600HC14CDC01 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Red ,7.778 ns ,14 ,1.45 V ,14-15-15-35 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 32 GB,TEAMGROUP ,TF3D432G2666HC16CDC01 ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black ,12.003 ns ,16 ,1.2 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 32 GB,TEAMGROUP ,TF4D432G2666HC18H01 ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 32GB ,,White ,13.503 ns ,18 ,1.2 V ,18-18-18-43 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 8 GB,TEAMGROUP ,TF4D48G3000HC16C01 ,DDR4-3000 ,288-pin DIMM (DDR4) ,1 x 8GB ,,White ,10.667 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 16 GB,TEAMGROUP ,TF4D416G3200HC16C01 ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 16GB ,,White ,10 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 32 GB,TEAMGROUP ,TF3D432G3600HC18J01 ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 32GB ,,Black ,13.503 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 32 GB,TEAMGROUP ,TF4D432G3600HC18J01 ,DDR4-3600 ,288-pin DIMM (DDR4) ,1 x 32GB ,,White ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 32 GB,TEAMGROUP ,TF4D432G3600HC14CDC01 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,White ,7.778 ns ,14 ,1.45 V ,14-15-15-35 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Renegade 32 GB,Kingston ,KF426C13RBK4/32 ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black ,9.752 ns ,13 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 64 GB,G.Skill ,F5-5600J2834F32GA2-TZ5RS ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 32GB ,,White / Black ,10 ns ,28 ,1.35 V ,28-34-34-89 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 64 GB,G.Skill ,F5-5600J3636D32GA2-TZ5RK ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 32GB ,,Black ,12.857 ns ,36 ,1.25 V ,36-36-36-89 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 32 GB,G.Skill ,F5-5200J4040A16GX2-TZ5RK ,DDR5-5200 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,15.385 ns ,40 ,1.1 V ,40-40-40-83 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 32 GB,G.Skill ,F5-5200J4040A16GA2-TZ5RK ,DDR5-5200 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,15.385 ns ,40 ,1.1 V ,40-40-40-83 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 32 GB,G.Skill ,F5-5600J3636C16GA2-TZ5RK ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,12.857 ns ,36 ,1.2 V ,36-36-36-89 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 32 GB,G.Skill ,F5-5600J3636C16GA2-TZ5RS ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White / Black ,12.857 ns ,36 ,1.2 V ,36-36-36-89 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 32 GB,G.Skill ,F5-5600U3636C16GA2-TZ5RS ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White / Black ,12.857 ns ,36 ,1.2 V ,36-36-36-76 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 32 GB,G.Skill ,F5-5600U4040C16GA2-TZ5RS ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White / Black ,14.286 ns ,40 ,1.2 V ,40-40-40-76 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 32 GB,G.Skill ,F5-6000U4040E16GA2-TZ5RS ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White / Black ,13.333 ns ,40 ,1.3 V ,40-40-40-76 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 32 GB,G.Skill ,F5-6000U3636E16GA2-TZ5RK ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,12 ns ,36 ,1.3 V ,36-36-36-76 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 32 GB,G.Skill ,F5-6000J3238F16GA2-TZ5RK ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,10.667 ns ,32 ,1.35 V ,32-38-36-96 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 32 GB,G.Skill ,F5-6600J3440G16GA2-TZ5RS ,DDR5-6600 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White / Black ,10.303 ns ,34 ,1.4 V ,34-40-40-105 ,Non-ECC / Unbuffered ,Yes 
Kingston Server Premier 16 GB,Kingston ,KSM26ES816ME ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 16GB ,,,14.254 ns ,19 ,1.2 V ,,ECC / Unbuffered ,No 
Kingston Server Premier 32 GB,Kingston ,KSM26RS4/32MFR ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 32GB ,,,14.254 ns ,19 ,1.2 V ,,ECC / Registered ,No 
Kingston Server Premier 16 GB,Kingston ,KSM32RS8/16HCR ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 16GB ,,,13.75 ns ,22 ,1.2 V ,,ECC / Registered ,No 
G.Skill Ripjaws S5 32 GB,G.Skill ,F5-5200J3636C16GA2-RS5K ,DDR5-5200 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,13.846 ns ,36 ,1.2 V ,36-36-36-83 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws S5 64 GB,G.Skill ,F5-5200J3636D32GA2-RS5W ,DDR5-5200 ,288-pin DIMM (DDR5) ,2 x 32GB ,,White ,13.846 ns ,36 ,1.25 V ,36-36-36-83 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws S5 64 GB,G.Skill ,F5-5600J3036D32GA2-RS5W ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 32GB ,,White ,10.714 ns ,30 ,1.25 V ,30-36-36-89 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws S5 32 GB,G.Skill ,F5-5600J3636C16GA2-RS5W ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White ,12.857 ns ,36 ,1.2 V ,36-36-36-89 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws S5 32 GB,G.Skill ,F5-5600U4040C16GA2-RS5K ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,14.286 ns ,40 ,1.2 V ,40-40-40-76 ,Non-ECC / Unbuffered ,Yes 
Mushkin Redline Lumina 32 GB,Mushkin ,MLA4C320GJJM16GX2 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black / Silver ,10 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
ADATA XPG GAMMIX D20 8 GB,ADATA ,AX4U320088G16A-CBK20 ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black / Silver ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
ADATA XPG GAMMIX D20 32 GB,ADATA ,AX4U3200732G16A-CBK20 ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 32GB ,,Black / Silver ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
ADATA XPG GAMMIX D20 16 GB,ADATA ,AX4U320088G16A-DCBK20 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Silver ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
ADATA XPG GAMMIX D20 32 GB,ADATA ,AX4U360016G18A-DCBK20 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black / Silver ,10 ns ,18 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
ADATA XPG GAMMIX D20 8 GB,ADATA ,AX4U32008G16A-CTG20 ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Gray / Silver ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
ADATA XPG GAMMIX D20 16 GB,ADATA ,AX4U320016G16A-CTG20 ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 16GB ,,Gray / Silver ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
ADATA XPG GAMMIX D20 16 GB,ADATA ,AX4U320088G16A-DCTG20 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Gray / Silver ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
ADATA XPG GAMMIX D20 32 GB,ADATA ,AX4U320016G16A-DCTG20 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Gray / Silver ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
ADATA XPG GAMMIX D20 32 GB,ADATA ,AX4U3200716G16A-DCTG20 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Gray / Silver ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
ADATA XPG GAMMIX D20 64 GB,ADATA ,AX4U3200732G16A-DCTG20 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Gray / Silver ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
V-Color XSky RGB 32 GB,V-Color ,TMXSL1660836WWK ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White ,12 ns ,36 ,1.25 V ,36-38-38-76 ,Non-ECC / Unbuffered ,Yes 
V-Color XSky RGB 32 GB,V-Color ,TMXSL1664832SWK ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Silver ,10 ns ,32 ,1.4 V ,32-39-39-102 ,Non-ECC / Unbuffered ,Yes 
V-Color XSky RGB 32 GB,V-Color ,TMXSL1666832GWK ,DDR5-6600 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Gold ,9.697 ns ,32 ,1.4 V ,32-39-39-102 ,Non-ECC / Unbuffered ,Yes 
V-Color XSky RGB 32 GB,V-Color ,TMXSL1666832SWK ,DDR5-6600 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Silver ,9.697 ns ,32 ,1.4 V ,32-39-39-102 ,Non-ECC / Unbuffered ,Yes 
