Name,URL,Image,Core Count,Performance Core Clock,Performance Core Boost Clock,Microarchitecture,TDP,Integrated Graphics,Price
Intel Core 2 Quad Q6700,https://pcpartpicker.com/product/bmzv6h/intel-cpu-bx80562q6700,https://m.media-amazon.com/images/I/41cyLLoB4zL.jpg,4,2.66 GHz,,Core,100 W,None,
Intel Core 2 Extreme QX6700,https://pcpartpicker.com/product/qCQypg/intel-cpu-bx80562qx6700,https://images-na.ssl-images-amazon.com/images/I/41reGWA2VgL.jpg,4,2.66 GHz,,Core,100 W,None,
AMD Phenom II X6 1075T,https://pcpartpicker.com/product/cxJwrH/amd-cpu-hdt75tfbgrbox,https://m.media-amazon.com/images/I/31Di6cZdGsL.jpg,6,3 GHz,,K10,95 W,None,
AMD Phenom II X2 565 Black,https://pcpartpicker.com/product/TVK7YJ/amd-cpu-hdz565wfgmbox,https://m.media-amazon.com/images/I/21AeV9Y6KJL.jpg,2,3.4 GHz,,K10,80 W,None,
Intel Core i3-2100T,https://pcpartpicker.com/product/ktfp99/intel-cpu-bx80623i32100t,https://m.media-amazon.com/images/I/51hjIpfP72L.jpg,2,2.5 GHz,,Sandy Bridge,35 W,Intel HD Graphics 2000,
AMD Sempron 145,https://pcpartpicker.com/product/VFNp99/amd-cpu-sdx145hbgmbox,/static/forever/img/no-image.png,1,2.8 GHz,,K10,45 W,None,
Intel Core i3-2105,https://pcpartpicker.com/product/pLmLrH/intel-cpu-bx80623i32105,https://m.media-amazon.com/images/I/51MIQwcuUqL.jpg,2,3.1 GHz,,Sandy Bridge,65 W,Intel HD Graphics 3000,
AMD FX-9370,https://pcpartpicker.com/product/gkV48d/amd-cpu-fd9370fhhkwox,https://m.media-amazon.com/images/I/51YeSV5-byL.jpg,8,4.4 GHz,4.7 GHz,Piledriver,220 W,None,
Intel Xeon E5-2603,https://pcpartpicker.com/product/yrNp99/intel-cpu-bx80621e52603,https://images-na.ssl-images-amazon.com/images/I/51j%2BGeVD5YL.jpg,4,1.8 GHz,,Sandy Bridge,80 W,None,129.94
Intel Xeon E5-2620 V2,https://pcpartpicker.com/product/6YMFf7/intel-cpu-bx80635e52620v2,https://cdna.pcpartpicker.com/static/forever/images/product/3566a2b4f938d244ff5555cc5ad8fd52.256p.jpg,6,2.1 GHz,2.6 GHz,Ivy Bridge,80 W,None,
AMD 5150,https://pcpartpicker.com/product/62g323/amd-cpu-ad5150jahmbox,https://m.media-amazon.com/images/I/41nPZ+ropnL.jpg,4,1.6 GHz,,Jaguar,25 W,Radeon HD 8400,
AMD Sempron 150,https://pcpartpicker.com/product/xgYXsY/amd-cpu-sdx150hbk13gm,/static/forever/img/no-image.png,1,2.9 GHz,,K10,45 W,None,
Intel Xeon E5-2643 V2,https://pcpartpicker.com/product/FCBv6h/intel-cpu-cm8063501287403,/static/forever/img/no-image.png,6,3.5 GHz,3.8 GHz,Ivy Bridge,130 W,None,398.95
AMD FX-8370,https://pcpartpicker.com/product/Lp98TW/amd-cpu-fd8370frw8khk,https://m.media-amazon.com/images/I/51zPiDRKW-L.jpg,8,4 GHz,4.3 GHz,Piledriver,125 W,None,
Intel Xeon E5-1630 V3,https://pcpartpicker.com/product/JPx9TW/intel-cpu-cm8064401614501,/static/forever/img/no-image.png,4,3.7 GHz,3.8 GHz,Haswell,140 W,None,
Intel Xeon E5-2660 V3,https://pcpartpicker.com/product/rMnG3C/intel-cpu-bx80644e52660v3,https://m.media-amazon.com/images/I/51rLr1NagHL.jpg,10,2.6 GHz,3.3 GHz,Haswell,105 W,None,
Intel Xeon E3-1275 V2,https://pcpartpicker.com/product/br9KHx/intel-cpu-cm8063701098702,/static/forever/img/no-image.png,4,3.5 GHz,,Ivy Bridge,77 W,Intel HD Graphics P4000,374.00
Intel Pentium G3470,https://pcpartpicker.com/product/KNNypg/intel-cpu-bx80646g3470,https://m.media-amazon.com/images/I/51KR2AQgGeL.jpg,2,3.6 GHz,,Haswell Refresh,53 W,Intel HD Graphics,129.00
Intel Core i3-6100T,https://pcpartpicker.com/product/vp8H99/intel-cpu-bx80662i36100t,https://cdna.pcpartpicker.com/static/forever/images/product/21c42783caec96041a16f90517a85bca.256p.jpg,2,3.2 GHz,,Skylake,35 W,Intel HD Graphics 530,
Intel Core i3-6300,https://pcpartpicker.com/product/gk648d/intel-cpu-bx80662i36300,https://cdna.pcpartpicker.com/static/forever/images/product/658d653a249ceebe43a5968afb50ad77.256p.jpg,2,3.8 GHz,,Skylake,51 W,Intel HD Graphics 530,
Intel Core i3-6320,https://pcpartpicker.com/product/KWbkcf/intel-cpu-bx80662i36320,https://m.media-amazon.com/images/I/51m7931xzhL.jpg,2,3.9 GHz,,Skylake,51 W,Intel HD Graphics 530,
Intel Xeon E3-1275 V5,https://pcpartpicker.com/product/ZYgPxr/intel-cpu-bx80662e31275v5,https://cdna.pcpartpicker.com/static/forever/images/product/2a632529a950e5b3707bc97f75ca14a9.256p.jpg,4,3.6 GHz,4 GHz,Skylake,80 W,Intel HD Graphics P530,
AMD Opteron 6378,https://pcpartpicker.com/product/HZNp99/amd-cpu-os6378wktgghkwof,/static/forever/img/no-image.png,16,2.4 GHz,3.3 GHz,Piledriver,115 W,None,
AMD A10-7860k,https://pcpartpicker.com/product/dTnG3C/amd-cpu-ad786kybjcsbx,https://cdna.pcpartpicker.com/static/forever/images/product/53c132f7ad43d938736056861975dd21.256p.jpg,4,3.6 GHz,4 GHz,Steamroller,65 W,Radeon R7 (on-die),
Intel Core i5-7400T,https://pcpartpicker.com/product/xjKhP6/intel-core-i5-7400t-24ghz-quad-core-processor-bx80677i57400t,https://cdna.pcpartpicker.com/static/forever/images/product/af30c4076a25b69d6f721172010cc0ec.256p.jpg,4,2.4 GHz,3 GHz,Kaby Lake,35 W,Intel HD Graphics 630,
AMD A6-9500,https://pcpartpicker.com/product/HLzZxr/amd-a6-9500-35ghz-dual-core-processor-ad9500agabbox,https://cdna.pcpartpicker.com/static/forever/images/product/dff68b0a86d4d27b43b39812d448529c.256p.jpg,2,3.5 GHz,3.8 GHz,Excavator,65 W,Radeon R5 (on die),
Intel Xeon E3-1230 V6,https://pcpartpicker.com/product/HjtWGX/intel-xeon-e3-1230-v6-35ghz-quad-core-processor-bx80677e31230v6,https://cdna.pcpartpicker.com/static/forever/images/product/11c79d9584e1486da16c8eaf018ee463.256p.jpg,4,3.5 GHz,3.9 GHz,Kaby Lake,72 W,None,
Intel Core i3-10305,https://pcpartpicker.com/product/HnLFf7/intel-core-i3-10305-38-ghz-quad-core-processor-bx8070110305,https://cdna.pcpartpicker.com/static/forever/images/product/f4e07d2c312edb86a1afe494ed5cd645.256p.jpg,4,3.8 GHz,4.5 GHz,Comet Lake,65 W,Intel UHD Graphics 630,
Intel Core i5-4670T,https://pcpartpicker.com/product/sKrqqs/intel-core-i5-4670t-23-ghz-quad-core-oemtray-processor-cm8064601466003,/static/forever/img/no-image.png,4,2.3 GHz,,Haswell,45 W,Intel HD Graphics 4600,
AMD Athlon X4 760K,https://pcpartpicker.com/product/bHdqqs/amd-cpu-ad760kwohlbox,https://m.media-amazon.com/images/I/41+N+Q+CY1L.jpg,4,3.8 GHz,4.1 GHz,Piledriver,100 W,None,
Intel Core i5-7600T,https://pcpartpicker.com/product/nrhj4D/intel-core-i5-7600t-28ghz-quad-core-oemtray-processor-cm8067702868117,/static/forever/img/no-image.png,4,2.8 GHz,3.7 GHz,Kaby Lake,35 W,Intel HD Graphics 630,229.95
AMD Athlon II X2 220,https://pcpartpicker.com/product/CRtCmG/amd-cpu-adx220ock22gm,/static/forever/img/no-image.png,2,2.8 GHz,,K10,65 W,None,
Intel Celeron 430,https://pcpartpicker.com/product/gMH323/intel-cpu-hh80557rg033512,/static/forever/img/no-image.png,1,1.8 GHz,,Core,35 W,None,59.95
AMD Athlon II X4 630,https://pcpartpicker.com/product/rF6BD3/amd-cpu-adx630wfgibox,https://images-na.ssl-images-amazon.com/images/I/41tjrDq0v5L.jpg,4,2.8 GHz,,K10,95 W,None,
Intel Pentium E2140,https://pcpartpicker.com/product/WpvRsY/intel-cpu-hh80557pg0251m,https://cdna.pcpartpicker.com/static/forever/images/product/2eededa63f045e6557649f6991f740e1.256p.jpg,2,1.6 GHz,,Core,65 W,None,
Intel Pentium E2200,https://pcpartpicker.com/product/YxvRsY/intel-cpu-bx80557e2200,/static/forever/img/no-image.png,2,2.2 GHz,,Core,65 W,None,
Intel Core 2 Duo E4300,https://pcpartpicker.com/product/cX7wrH/intel-cpu-bx80557e4300,/static/forever/img/no-image.png,2,1.8 GHz,,Core,65 W,None,75.00
Intel Core 2 Duo E4600,https://pcpartpicker.com/product/vMH323/intel-cpu-bx80557e4600,https://m.media-amazon.com/images/I/51EYjlW6NvL.jpg,2,2.4 GHz,,Core,65 W,None,
Intel Core 2 Duo E4600,https://pcpartpicker.com/product/X6fp99/intel-cpu-hh80557pg0562m,/static/forever/img/no-image.png,2,2.4 GHz,,Core,65 W,None,98.95
Intel Core 2 Duo E6320,https://pcpartpicker.com/product/9gfp99/intel-cpu-hh80557ph0364m,https://m.media-amazon.com/images/I/21CtBPnbstL.jpg,2,1.86 GHz,,Core,65 W,None,89.95
Intel Core 2 Duo E6420,https://pcpartpicker.com/product/xwbp99/intel-cpu-hh80557ph0464m,https://images-eu.ssl-images-amazon.com/images/I/41kLCrqis0L.jpg,2,2.13 GHz,,Core,65 W,None,69.95
Intel Core 2 Duo E6750,https://pcpartpicker.com/product/fwbp99/intel-cpu-hh80557pj0674mg,https://cdna.pcpartpicker.com/static/forever/images/product/0354bc5818ac58069358e5324d7b4cc1.256p.jpg,2,2.66 GHz,,Core,65 W,None,89.95
Intel Core 2 Duo E8500,https://pcpartpicker.com/product/R7bp99/intel-cpu-eu80570pj0876m,https://images-na.ssl-images-amazon.com/images/I/51Xpb79g9gL.jpg,2,3.16 GHz,,Wolfdale,65 W,None,
Intel Core i5-670,https://pcpartpicker.com/product/L3JwrH/intel-cpu-bx80616i5670,https://cdna.pcpartpicker.com/static/forever/images/product/6f846335e0d9ffac6f183d9cc9c6f2ca.256p.jpg,2,3.46 GHz,,Westmere,73 W,Intel HD Graphics,109.08
Intel Core 2 Quad Q8300,https://pcpartpicker.com/product/ZV8Zxr/intel-cpu-at80580pj0604ml,https://cdna.pcpartpicker.com/static/forever/images/product/46576a634e3895137a1f38d8487c7336.med.256p.jpg,4,2.5 GHz,,Yorkfield,95 W,None,
Intel Core 2 Quad Q9550S,https://pcpartpicker.com/product/p7bp99/intel-cpu-bx80569q9550s,https://m.media-amazon.com/images/I/21Z9g1ifUoL.jpg,4,2.83 GHz,,Yorkfield,65 W,None,
Intel Core 2 Extreme QX9650,https://pcpartpicker.com/product/VjMFf7/intel-cpu-bx80569qx9650,https://m.media-amazon.com/images/I/21RCcIyNf+L.jpg,4,3 GHz,,Yorkfield,130 W,None,
Intel Core 2 Extreme X6800,https://pcpartpicker.com/product/BMH323/intel-cpu-bx80557x6800,https://images-na.ssl-images-amazon.com/images/I/315JSMNQWWL.jpg,2,2.93 GHz,,Core,75 W,None,
AMD Phenom II X4 970 Black,https://pcpartpicker.com/product/PJ4gXL/amd-cpu-hdz970fbgmbox,/static/forever/img/no-image.png,4,3.5 GHz,,K10,125 W,None,
AMD Phenom II X4 840,https://pcpartpicker.com/product/KPBv6h/amd-cpu-hdx840wfk42gm,https://m.media-amazon.com/images/I/51LrUNN4lIL.jpg,4,3.2 GHz,,K10,95 W,None,
Intel Core i5-2550K,https://pcpartpicker.com/product/sWphP6/intel-cpu-bx80623i52550k,https://images-na.ssl-images-amazon.com/images/I/51MLt4C-P0L.jpg,4,3.4 GHz,,Sandy Bridge,95 W,None,
Intel Xeon E3-1220,https://pcpartpicker.com/product/j9kD4D/intel-cpu-bx80623e31220,https://m.media-amazon.com/images/I/51e8JYfzeNL.jpg,4,3.1 GHz,,Sandy Bridge,80 W,None,
Intel Xeon E5-2640,https://pcpartpicker.com/product/xKvRsY/intel-cpu-bx80621e52640,https://images-na.ssl-images-amazon.com/images/I/51j%2BGeVD5YL.jpg,6,2.5 GHz,3 GHz,Sandy Bridge,95 W,None,
Intel Core i5-4440S,https://pcpartpicker.com/product/bLtCmG/intel-cpu-bx80646i54440s,https://images-na.ssl-images-amazon.com/images/I/51sMI3re3DL.jpg,4,2.8 GHz,3.3 GHz,Haswell,65 W,Intel HD Graphics 4600,
AMD 5150,https://pcpartpicker.com/product/7Zg323/amd-cpu-ad5150jah44hm,https://cdna.pcpartpicker.com/static/forever/images/product/2d81a20184546d4a6dffa15dd2fbf47d.256p.jpg,4,1.6 GHz,,Jaguar,25 W,Radeon HD 8400,
AMD FX-6300,https://pcpartpicker.com/product/wqYXsY/amd-cpu-fd6300wmw6khk,/static/forever/img/no-image.png,6,3.5 GHz,,Piledriver,95 W,None,
AMD FX-8350,https://pcpartpicker.com/product/yxh9TW/amd-cpu-fd8350frw8khk,/static/forever/img/no-image.png,8,4 GHz,,Piledriver,125 W,None,
Intel Xeon E5-2690,https://pcpartpicker.com/product/89xfrH/intel-cpu-cm8062101122501,/static/forever/img/no-image.png,8,2.9 GHz,3.8 GHz,Sandy Bridge,135 W,None,
Intel Xeon E5-1650 V3,https://pcpartpicker.com/product/Cv648d/intel-cpu-bx80644e51650v3,https://m.media-amazon.com/images/I/51rLr1NagHL.jpg,6,3.5 GHz,3.8 GHz,Haswell,140 W,None,
AMD A8-7650K,https://pcpartpicker.com/product/ZsYWGX/amd-cpu-ad765kxbjabox,https://cdna.pcpartpicker.com/static/forever/images/product/8b2d16abe67a58f7d015fc08189b9f11.256p.jpg,4,3.3 GHz,3.7 GHz,Steamroller,95 W,Radeon R7 (on-die),
Intel Xeon E5-2630 V2,https://pcpartpicker.com/product/9QzZxr/intel-cpu-cm8063501288100,https://cdna.pcpartpicker.com/static/forever/images/product/65188e49df5c3ebfc1241e53da8cae4d.256p.jpg,6,2.6 GHz,3.1 GHz,Ivy Bridge,80 W,None,
Intel Core i5-4690,https://pcpartpicker.com/product/xNNypg/intel-cpu-cm8064601560516,/static/forever/img/no-image.png,4,3.5 GHz,3.9 GHz,Haswell Refresh,84 W,Intel HD Graphics 4600,
Intel Xeon E3-1235L V5,https://pcpartpicker.com/product/w9Nypg/intel-cpu-cm8066201935807,/static/forever/img/no-image.png,4,2 GHz,3 GHz,Skylake,25 W,Intel HD Graphics P530,
Intel Core i7-6900K,https://pcpartpicker.com/product/Lv38TW/intel-cpu-bxc80671i76900k,/static/forever/img/no-image.png,8,3.2 GHz,3.7 GHz,Broadwell,140 W,None,
Intel Xeon E5-1650 V4,https://pcpartpicker.com/product/dn648d/intel-xeon-e5-1650-v4-36ghz-6-core-processor-bx80660e51650v4,https://m.media-amazon.com/images/I/51qdcCV4kKL.jpg,6,3.6 GHz,4 GHz,Broadwell,140 W,None,
Intel Pentium G4620,https://pcpartpicker.com/product/2cVBD3/intel-pentium-g4620-37ghz-dual-core-processor-bx80677g4620,https://cdna.pcpartpicker.com/static/forever/images/product/aa7e318a860c7f26410937fe62eda9e7.256p.jpg,2,3.7 GHz,,Kaby Lake,51 W,Intel HD Graphics 630,
Intel Core i3-7300,https://pcpartpicker.com/product/XQM323/intel-core-i3-7300-40ghz-dual-core-processor-bx80677i37300,https://m.media-amazon.com/images/I/41L0lqyTYkL.jpg,2,4 GHz,,Kaby Lake,51 W,Intel HD Graphics 630,
Intel Core i3-7300T,https://pcpartpicker.com/product/7HL7YJ/intel-core-i3-7300t-35ghz-dual-core-processor-bx80677i37300t,https://cdna.pcpartpicker.com/static/forever/images/product/6575bf30b14742cef9e7ddae7fb2ce7f.256p.jpg,2,3.5 GHz,,Kaby Lake,35 W,Intel HD Graphics 630,
Intel Core i3-7300T,https://pcpartpicker.com/product/VyRFf7/intel-core-i3-7300t-35ghz-dual-core-processor-bxc80677i37300t,https://m.media-amazon.com/images/I/41QBIqWIoCL.jpg,2,3.5 GHz,,Kaby Lake,35 W,Intel HD Graphics 630,
Intel Core i5-7640X,https://pcpartpicker.com/product/9jzZxr/intel-core-i5-7640x-40ghz-quad-core-oemtray-processor-cm8067702868730,https://cdna.pcpartpicker.com/static/forever/images/product/691467fd1a461dd708186f4dc35d71c5.256p.jpg,4,4 GHz,4.2 GHz,Kaby Lake,112 W,None,217.40
Intel Core i5-8600T,https://pcpartpicker.com/product/8Lw7YJ/intel-core-i5-8600t-23ghz-6-core-oemtray-processor-cm8068403358708,https://cdna.pcpartpicker.com/static/forever/images/product/67d6c57eae5170d56282ab69bf97d70b.256p.jpg,6,2.3 GHz,3.7 GHz,Coffee Lake,35 W,Intel UHD Graphics 630,
Intel Core i5-3570,https://pcpartpicker.com/product/xs8j4D/intel-core-i5-3570-34ghz-quad-core-oemtray-processor-cm8063701093103,https://cdna.pcpartpicker.com/static/forever/images/product/bfb19b54222eade7dbbd12fb07bda3fa.256p.jpg,4,3.4 GHz,,Ivy Bridge,77 W,Intel HD Graphics 2500,
Intel Core i5-9600T,https://pcpartpicker.com/product/k9TzK8/intel-core-i5-9600t-23-ghz-6-core-oemtray-processor-cm8068403358709,https://cdna.pcpartpicker.com/static/forever/images/product/f4137a480bf61e69b6d83e150a0afb01.256p.jpg,6,2.3 GHz,3.9 GHz,Coffee Lake Refresh,35 W,Intel UHD Graphics 630,
AMD Ryzen 7 2700,https://pcpartpicker.com/product/FwrYcf/amd-ryzen-7-2700-32-ghz-8-core-oemtray-processor-yd2700bbm88af,https://m.media-amazon.com/images/I/31lpF8yZH6S.jpg,8,3.2 GHz,4.1 GHz,Zen+,65 W,None,
Intel Xeon E-2244G,https://pcpartpicker.com/product/NQPgXL/intel-xeon-e-2244g-38-thz-quad-core-oemtray-processor-cm8068404175105,https://cdna.pcpartpicker.com/static/forever/images/product/04f08a1dee17429cdf0a6021ebe5351d.256p.jpg,4,3.8 GHz,4.8 GHz,Coffee Lake Refresh,71 W,Intel HD Graphics P630,
Intel Celeron G5905T,https://pcpartpicker.com/product/YWsnTW/intel-celeron-g5905t-33-ghz-dual-core-oemtray-processor-cm8070104292213,/static/forever/img/no-image.png,2,3.3 GHz,,Comet Lake,35 W,Intel UHD Graphics 610,
Intel Core 2 Duo E6550,https://pcpartpicker.com/product/b3JwrH/intel-cpu-bx80557e6550,/static/forever/img/no-image.png,2,2.33 GHz,,Core,65 W,None,
Intel Core i5-750,https://pcpartpicker.com/product/D9H323/intel-cpu-bv80605001911ap,https://m.media-amazon.com/images/I/51hH1pFObVL.jpg,4,2.66 GHz,,Nehalem,95 W,None,
Intel Xeon E3-1260L V5,https://pcpartpicker.com/product/NRTrxr/intel-cpu-cm8066201921903,/static/forever/img/no-image.png,4,2.9 GHz,3.9 GHz,Skylake,45 W,None,
Intel Celeron G4920,https://pcpartpicker.com/product/dMTPxr/intel-celeron-g4920-32ghz-dual-core-processor-bx80684g4920,https://cdna.pcpartpicker.com/static/forever/images/product/f5a45cd5b3a3c4364da8141e7ba9dec4.256p.jpg,2,3.2 GHz,,Coffee Lake,65 W,Intel UHD Graphics 610,
Intel Celeron 420,https://pcpartpicker.com/product/Xwbp99/intel-cpu-bx80557420r,/static/forever/img/no-image.png,1,1.6 GHz,,Core,35 W,None,
AMD Phenom II X4 920,https://pcpartpicker.com/product/ZYZQzy/amd-cpu-hdx920xcgibox,/static/forever/img/no-image.png,4,2.8 GHz,,K10,125 W,None,
AMD Athlon II X2 240e,https://pcpartpicker.com/product/DWsKHx/amd-cpu-ad240ehdgqbox,https://images-na.ssl-images-amazon.com/images/I/41L0Dc%2BV6wL.jpg,2,2.8 GHz,,K10,45 W,None,
AMD Athlon II X3 400e,https://pcpartpicker.com/product/yCQypg/amd-cpu-ad400ehdgibox,https://images-na.ssl-images-amazon.com/images/I/416PLWd07rL.jpg,3,2.2 GHz,,K10,45 W,None,
Intel Pentium E2220,https://pcpartpicker.com/product/nfLypg/intel-cpu-hh80557pg0561m,https://cdna.pcpartpicker.com/static/forever/images/product/993d07abdb25b9894ec0ee66f4e25873.256p.jpg,2,2.4 GHz,,Core,65 W,None,
Intel Pentium E5200,https://pcpartpicker.com/product/hQQypg/intel-cpu-eu80571pg0602m,/static/forever/img/no-image.png,2,2.5 GHz,,Wolfdale,65 W,None,
Intel Pentium E5300,https://pcpartpicker.com/product/HHFPxr/intel-cpu-at80571pg0642m,https://images-eu.ssl-images-amazon.com/images/I/41lGxCB5GHL.jpg,2,2.6 GHz,,Wolfdale,65 W,None,79.40
Intel Core 2 Duo E6320,https://pcpartpicker.com/product/RcsKHx/intel-cpu-bx80557e6320,https://m.media-amazon.com/images/I/41xHk1b2CzL.jpg,2,1.86 GHz,,Core,65 W,None,
Intel Core 2 Duo E6700,https://pcpartpicker.com/product/Ys7wrH/intel-cpu-hh80557ph0674m,https://images-na.ssl-images-amazon.com/images/I/31D66p4bgAL.jpg,2,2.66 GHz,,Core,65 W,None,98.95
Intel Core 2 Duo E6850,https://pcpartpicker.com/product/Nt2kcf/intel-cpu-hh80557pj0804mg,https://m.media-amazon.com/images/I/41maR111DsL.jpg,2,3 GHz,,Core,65 W,None,89.95
Intel Core i5-660,https://pcpartpicker.com/product/4csKHx/intel-cpu-bx80616i5660,https://m.media-amazon.com/images/I/51CH6-7+noL.jpg,2,3.33 GHz,,Westmere,73 W,Intel HD Graphics,149.94
Intel Core i7-860,https://pcpartpicker.com/product/yYZQzy/intel-cpu-bv80605001908ak,/static/forever/img/no-image.png,4,2.8 GHz,,Nehalem,95 W,None,189.95
Intel Core i7-940,https://pcpartpicker.com/product/Qr8Zxr/intel-cpu-bx80601940,https://m.media-amazon.com/images/I/51fCPyaVymL.jpg,4,2.93 GHz,,Nehalem,130 W,None,149.94
Intel Core 2 Quad Q8400S,https://pcpartpicker.com/product/L8ckcf/intel-cpu-bx80580q8400s,https://m.media-amazon.com/images/I/51pb0Tdw4LL.jpg,4,2.66 GHz,,Yorkfield,65 W,None,
Intel Core 2 Quad Q9400,https://pcpartpicker.com/product/DPkD4D/intel-cpu-bx80580q9400,https://images-na.ssl-images-amazon.com/images/I/51bVxuWhRZL.jpg,4,2.66 GHz,,Yorkfield,95 W,None,
Intel Core 2 Extreme QX6850,https://pcpartpicker.com/product/9V8Zxr/intel-cpu-bx80562qx6850,https://images-na.ssl-images-amazon.com/images/I/31h8k8HyC7L.jpg,4,3 GHz,,Core,130 W,None,
AMD Phenom II X4 975,https://pcpartpicker.com/product/jYFPxr/amd-cpu-hdz975fbgmbox,https://m.media-amazon.com/images/I/31IKxN4vzTL.jpg,4,3.6 GHz,,K10,125 W,None,
AMD Phenom II X4 980 Black,https://pcpartpicker.com/product/2MW9TW/amd-cpu-hdz980fbgmbox,/static/forever/img/no-image.png,4,3.7 GHz,,K10,125 W,None,
AMD A6-3650,https://pcpartpicker.com/product/ngMFf7/amd-cpu-ad3650wngxbox,https://images-na.ssl-images-amazon.com/images/I/41zu%2BbWuRML.jpg,4,2.6 GHz,,Lynx,100 W,Radeon HD 6530D,
Intel Pentium G620,https://pcpartpicker.com/product/qyn2FT/intel-cpu-bx80623g620,https://m.media-amazon.com/images/I/51Afn8-LMVL.jpg,2,2.6 GHz,,Sandy Bridge,65 W,Intel HD Graphics,
Intel Pentium G850,https://pcpartpicker.com/product/tyn2FT/intel-cpu-bx80623g850,https://m.media-amazon.com/images/I/51YfbhGauGL.jpg,2,2.9 GHz,,Sandy Bridge,65 W,Intel HD Graphics,
AMD Phenom II X4 960T Black,https://pcpartpicker.com/product/JWh9TW/amd-cpu-hd96ztwfgrbox,https://images-na.ssl-images-amazon.com/images/I/414eBjgBTcL.jpg,4,3 GHz,,K10,95 W,None,
AMD Athlon II X4 640,https://pcpartpicker.com/product/ThH323/amd-cpu-adx640wfk42gm,https://cdna.pcpartpicker.com/static/forever/images/product/fed605487451ec984fce040e4cca5b06.med.256p.jpg,4,3 GHz,,K10,95 W,None,
AMD Phenom II X6 1100T Black,https://pcpartpicker.com/product/sVNp99/amd-cpu-hde00zfbk6dgr,/static/forever/img/no-image.png,6,3.3 GHz,,K10,125 W,None,
AMD FX-6200,https://pcpartpicker.com/product/VP4gXL/amd-cpu-fd6200frgubox,https://m.media-amazon.com/images/I/41DMhHxoDgL.jpg,6,3.8 GHz,,Bulldozer,125 W,None,
Intel Pentium G645,https://pcpartpicker.com/product/hb3RsY/intel-cpu-bx80623g645,https://m.media-amazon.com/images/I/51jo+Dy-8WL.jpg,2,2.9 GHz,,Sandy Bridge,65 W,Intel HD Graphics 2500,82.00
Intel Xeon E3-1230,https://pcpartpicker.com/product/q8DwrH/intel-cpu-bx80623e31230,https://m.media-amazon.com/images/I/51F2u+LMhgL.jpg,4,3.2 GHz,,Sandy Bridge,80 W,None,
Intel Xeon E3-1265L V2,https://pcpartpicker.com/product/jkphP6/intel-cpu-bx80637e31265l2,https://images-na.ssl-images-amazon.com/images/I/51o0b5H3EDL.jpg,4,2.5 GHz,,Ivy Bridge,45 W,Intel HD Graphics 2500,
Intel Celeron G1620,https://pcpartpicker.com/product/sG9KHx/intel-cpu-bx80637g1620,https://m.media-amazon.com/images/I/51qrth-7IcL.jpg,2,2.7 GHz,,Ivy Bridge,55 W,Intel HD Graphics,
Intel Core i3-3210,https://pcpartpicker.com/product/dR7wrH/intel-cpu-bx80637i33210,https://m.media-amazon.com/images/I/51UJ7q5t4cL.jpg,2,3.2 GHz,,Ivy Bridge,55 W,Intel HD Graphics 2500,159.00
AMD A4-4000,https://pcpartpicker.com/product/pJh9TW/amd-cpu-ad4000okhlbox,/static/forever/img/no-image.png,2,3 GHz,,Piledriver,65 W,Radeon HD 7480D,
AMD Athlon X4 740,https://pcpartpicker.com/product/PrZQzy/amd-cpu-ad740xokhjbox,https://m.media-amazon.com/images/I/41tMDf39yYL.jpg,4,3.2 GHz,,Piledriver,65 W,None,
Intel Xeon E5-2609,https://pcpartpicker.com/product/hL3RsY/intel-cpu-bx80621e52609,https://images-na.ssl-images-amazon.com/images/I/51j%2BGeVD5YL.jpg,4,2.4 GHz,,Sandy Bridge,80 W,None,89.95
Intel Xeon E5-2665,https://pcpartpicker.com/product/QvXfrH/intel-cpu-bx80621e52665,https://images-na.ssl-images-amazon.com/images/I/51TNclAJ4EL.jpg,8,2.4 GHz,3.1 GHz,Sandy Bridge,115 W,None,149.94
Intel Xeon E5-2690,https://pcpartpicker.com/product/FnxfrH/intel-cpu-bx80621e52690,https://images-na.ssl-images-amazon.com/images/I/51j%2BGeVD5YL.jpg,8,2.9 GHz,3.8 GHz,Sandy Bridge,135 W,None,
AMD A10-6700,https://pcpartpicker.com/product/h9xfrH/amd-cpu-ad6700oka44hl,https://m.media-amazon.com/images/I/41CwyAc9F8L.jpg,4,3.7 GHz,,Piledriver,65 W,Radeon HD 8670D,
