Name,URL,Image,Screen Size,Resolution,Refresh Rate,Response Time (G2G),Panel Type,Aspect Ratio,Price
Asus ROG Strix OLED XG27AQDPG,https://pcpartpicker.com/product/Hf4Pxr/asus-rog-strix-oled-xg27aqdpg-265-2560-x-1440-500-hz-monitor-xg27aqdpg,https://cdna.pcpartpicker.com/static/forever/images/product/a406886147acab506d85b492998f49ad.256p.jpg,"26.5""",2560 x 1440,500 Hz,0.03 ms,QD-OLED,16:9,849.00
KTC H24F8,https://pcpartpicker.com/product/q49nTW/ktc-h24f8-238-1920-x-1080-180-hz-monitor-h24f8,https://m.media-amazon.com/images/I/51ZS6pikLRL.jpg,"23.8""",1920 x 1080,180 Hz,,IPS,16:9,
Dell E2314H,https://pcpartpicker.com/product/6bqdnQ/dell-monitor-e2314h,https://m.media-amazon.com/images/I/41NqNKUgiwL.jpg,"23.0""",1920 x 1080,60 Hz,5 ms,TN,16:9,
MSI Optix MAG342CQR,https://pcpartpicker.com/product/9GmFf7/msi-optix-mag342cqr-340-3440x1440-144-hz-monitor-optix-mag342cqr,https://cdna.pcpartpicker.com/static/forever/images/product/af314b26eb9c2547f60d154349794f72.256p.jpg,"34.0""",3440 x 1440,144 Hz,,VA,21:9,174.00
ASRock Phantom Gaming PG27QRT1B,https://pcpartpicker.com/product/2RLdnQ/asrock-phantom-gaming-pg27qrt1b-270-2560-x-1440-180-hz-curved-monitor-pg27qrt1b,https://cdna.pcpartpicker.com/static/forever/images/product/560f0d8c4e070133198e08576c553ddd.256p.jpg,"27.0""",2560 x 1440,180 Hz,,VA,16:9,129.99
KTC H27E6,https://pcpartpicker.com/product/b3XMnQ/ktc-h27e6-270-2560-x-1440-320-hz-monitor-h27e6,https://cdna.pcpartpicker.com/static/forever/images/product/37a54cc9e33048c441fb0c32aef9d750.256p.jpg,"27.0""",2560 x 1440,320 Hz,1 ms,IPS,16:9,219.99
Sony INZONE M10S,https://pcpartpicker.com/product/JKCZxr/sony-inzone-m10s-270-2560-x-1440-480-hz-monitor-sdm27q10s,https://m.media-amazon.com/images/I/41w8KQ6ASlL.jpg,"27.0""",2560 x 1440,480 Hz,0.03 ms,OLED,16:9,1198.00
Asus ROG Strix OLED XG27AQWMG,https://pcpartpicker.com/product/VJHp99/asus-rog-strix-oled-xg27aqwmg-265-2560-x-1440-280-hz-monitor-xg27aqwmg,https://cdna.pcpartpicker.com/static/forever/images/product/eda17f8ab52efe4c0c82f1cbee181306.256p.jpg,"26.5""",2560 x 1440,280 Hz,0.03 ms,WOLED,16:9,
Asus XG27ACMEG-G Hatsune Miku Edition,https://pcpartpicker.com/product/4zsMnQ/asus-xg27acmeg-g-hatsune-miku-edition-270-2560-x-1440-260-hz-monitor-xg27acmeg-g,https://cdna.pcpartpicker.com/static/forever/images/product/13ac7c62e73d11d7f369a4bcafed0911.256p.jpg,"27.0""",2560 x 1440,260 Hz,1 ms,IPS,16:9,529.00
Samsung Odyssey OLED G8 G81SF,https://pcpartpicker.com/product/PvZWGX/samsung-odyssey-oled-g8-g81sf-270-3840-x-2160-240-hz-monitor-ls27fg810snxza,https://cdna.pcpartpicker.com/static/forever/images/product/26973e3018adf070ab3e6f5531d56e6a.256p.jpg,"27.0""",3840 x 2160,240 Hz,0.03 ms,QD-OLED,16:9,949.99
MSI MPG 491CQPX QD-OLED,https://pcpartpicker.com/product/VryH99/msi-mpg-491cqpx-qd-oled-490-5120-x-1440-240-hz-curved-monitor-mpg-491cqpx-qd-oled,https://cdna.pcpartpicker.com/static/forever/images/product/1ac1a75bbb8120ca63998053553b9126.256p.jpg,"49.0""",5120 x 1440,240 Hz,0.03 ms,QD-OLED,32:9,999.99
Samsung Odyssey Ark 2nd Gen.,https://pcpartpicker.com/product/9q7scf/samsung-odyssey-ark-2nd-gen-550-3840-x-2160-165-hz-curved-monitor-ls55cg970nnxgo,https://cdna.pcpartpicker.com/static/forever/images/product/9a9049ddad2aa60a2e856f6f7647284c.256p.jpg,"55.0""",3840 x 2160,165 Hz,1 ms,VA Mini LED,16:9,1699.99
Gigabyte G27Q2,https://pcpartpicker.com/product/xMxTwP/gigabyte-g27q2-270-2560-x-1440-210-hz-monitor-g27q2,https://cdna.pcpartpicker.com/static/forever/images/product/b631e73d3c3c6623c9213fa1e4ed3751.256p.jpg,"27.0""",2560 x 1440,210 Hz,0.5 ms,IPS,16:9,
Asus ROG Strix OLED XG27UCDMG,https://pcpartpicker.com/product/FW9nTW/asus-rog-strix-oled-xg27ucdmg-265-3840-x-2160-240-hz-monitor-90lm0b20-b01971,https://cdna.pcpartpicker.com/static/forever/images/product/4dad63707d118cc5cfebd33cfb44639c.256p.jpg,"26.5""",3840 x 2160,240 Hz,0.03 ms,QD-OLED,16:9,879.00
MSI MPG 321URXW QD-OLED,https://pcpartpicker.com/product/nxgZxr/msi-mpg-321urxw-qd-oled-315-3840-x-2160-240-hz-monitor-mpg-321urxw-qd-oled,https://cdna.pcpartpicker.com/static/forever/images/product/4aab6780f630aa49adc61b63d90572fa.256p.jpg,"31.5""",3840 x 2160,240 Hz,0.03 ms,QD-OLED,16:9,819.99
Acer Nitro EDA270U P,https://pcpartpicker.com/product/rKtLrH/acer-nitro-eda270u-p-270-2560-x-1440-170-hz-curved-monitor-umhe0aap09,https://m.media-amazon.com/images/I/41vYqbcx0SL.jpg,"27.0""",2560 x 1440,170 Hz,,VA,16:9,169.99
MSI MPG 271QRX QD-OLED,https://pcpartpicker.com/product/rCn9TW/msi-mpg-271qrx-qd-oled-270-2560-x-1440-360-hz-monitor-mpg-271qrx-qd-oled,https://cdna.pcpartpicker.com/static/forever/images/product/38cad9c907160d976c6c50f702594b7b.256p.jpg,"27.0""",2560 x 1440,360 Hz,0.03 ms,QD-OLED,16:9,629.99
MSI MPG 321CURX QD-OLED,https://pcpartpicker.com/product/fQdMnQ/msi-mpg-321curx-qd-oled-315-3840-x-2160-240-hz-curved-monitor-mpg-321curx-qd-oled,https://cdna.pcpartpicker.com/static/forever/images/product/1abe00ca999d3ea4780167848e73931a.256p.jpg,"31.5""",3840 x 2160,240 Hz,0.03 ms,QD-OLED,16:9,899.99
MSI MAG 274QRFW,https://pcpartpicker.com/product/HmZXsY/msi-mag-274qrfw-270-2560-x-1440-180-hz-monitor-mag-274qrfw,https://cdna.pcpartpicker.com/static/forever/images/product/8c040352fa6d29b076fd9a97eb290b64.256p.jpg,"27.0""",2560 x 1440,180 Hz,1 ms,IPS,16:9,
MSI PRO MP223 E2,https://pcpartpicker.com/product/GKnXsY/msi-pro-mp223-e2-214-1920-x-1080-100-hz-monitor-pro-mp223-e2,https://cdna.pcpartpicker.com/static/forever/images/product/060e222c360e17b4ecad950111331052.256p.jpg,"21.4""",1920 x 1080,100 Hz,4 ms,VA,16:9,
MSI MAG 273QP QD-OLED X24,https://pcpartpicker.com/product/HL4Pxr/msi-mag-273qp-qd-oled-x24-265-2560-x-1440-240-hz-monitor-mag-273qp-qd-oled-x24,https://cdna.pcpartpicker.com/static/forever/images/product/8181ab923af36745ef56cc924b92da4d.256p.jpg,"26.5""",2560 x 1440,240 Hz,0.03 ms,QD-OLED,16:9,
Asus TUF Gaming VG279QM,https://pcpartpicker.com/product/JgCFf7/asus-tuf-gaming-vg279qm-270-1920-x-1080-280-hz-monitor-vg279qm,https://cdna.pcpartpicker.com/static/forever/images/product/07a61ae69ef1a71b2f3580da52ee2df1.256p.jpg,"27.0""",1920 x 1080,280 Hz,1 ms,IPS,16:9,
LG UltraGear 32GS60QC-B,https://pcpartpicker.com/product/dKLp99/lg-ultragear-32gs60qc-b-315-2560-x-1440-180-hz-curved-monitor-32gs60qc-b,https://cdna.pcpartpicker.com/static/forever/images/product/b19dbff861b175e31a14e26c23dbc6a6.256p.jpg,"31.5""",2560 x 1440,180 Hz,1 ms,VA,16:9,248.31
Asus TUF Gaming VG34VQL3A,https://pcpartpicker.com/product/GQsV3C/asus-tuf-gaming-vg34vql3a-340-3440-x-1440-180-hz-curved-monitor-vg34vql3a,https://cdna.pcpartpicker.com/static/forever/images/product/80bb3cd815ad44433182ffee20bde111.256p.jpg,"34.0""",3440 x 1440,180 Hz,1 ms,VA,21:9,
RCA Evolution Premium,https://pcpartpicker.com/product/ZdyH99/rca-evolution-premium-270-2560-x-1440-240-hz-monitor-m27pg135f,https://m.media-amazon.com/images/I/41kyCu9sYTL.jpg,"27.0""",2560 x 1440,240 Hz,1 ms,IPS,16:9,153.99
Dell S2725QS,https://pcpartpicker.com/product/MLpD4D/dell-s2725qs-270-3840-x-2160-120-hz-monitor-s2725qs,https://cdna.pcpartpicker.com/static/forever/images/product/3df88bf9f3636a50957c71fb68c8d585.256p.jpg,"27.0""",3840 x 2160,120 Hz,4 ms,IPS,16:9,278.27
MSI MAG 272URDF E16,https://pcpartpicker.com/product/NB7MnQ/msi-mag-272urdf-e16-270-3840-x-2160-160-hz-monitor-mag-272urdf-e16,https://cdna.pcpartpicker.com/static/forever/images/product/47745ceb7c56de6082857a929fb882fc.256p.jpg,"27.0""",3840 x 2160,160 Hz,0.5 ms,IPS,16:9,299.83
MSI Pro,https://pcpartpicker.com/product/jtkqqs/msi-pro-270-1920-x-1080-120-hz-monitor-pro-mp271a-e2,https://cdna.pcpartpicker.com/static/forever/images/product/0d0fb65566ed949a18ef5f2fb3c0ca6b.256p.jpg,"27.0""",1920 x 1080,120 Hz,4 ms,IPS,16:9,87.00
LG 27GP850-B,https://pcpartpicker.com/product/WWcG3C/lg-27gp850-b-270-2560x1440-165-hz-monitor-27gp850-b,https://cdna.pcpartpicker.com/static/forever/images/product/f57a3c2a2bc168f6fd22cc73ea31ae74.256p.jpg,"27.0""",2560 x 1440,165 Hz,1 ms,IPS,16:9,379.99
LG UltraGear 32GS95UE-B,https://pcpartpicker.com/product/q3GhP6/lg-ultragear-32gs95ue-b-315-3840-x-2160-240-hz-monitor-32gs95ue-b,https://cdna.pcpartpicker.com/static/forever/images/product/861f6bf37aa331fca46eec4d8e5b6497.256p.jpg,"31.5""",3840 x 2160,240 Hz,0.03 ms,OLED,16:9,
MSI MAG 274CXF,https://pcpartpicker.com/product/6YfV3C/msi-mag-274cxf-270-1920-x-1080-280-hz-curved-monitor-mag-274cxf,https://cdna.pcpartpicker.com/static/forever/images/product/f631c2b881b2e1acf1b42584ac054e6a.256p.jpg,"27.0""",1920 x 1080,280 Hz,0.5 ms,VA,16:9,179.99
Alienware AW2725Q,https://pcpartpicker.com/product/yjG2FT/alienware-aw2725q-267-3840-x-2160-240-hz-monitor-aw2725q,https://cdna.pcpartpicker.com/static/forever/images/product/a70e85087d85db040af2e3cbb149c64b.256p.jpg,"26.7""",3840 x 2160,240 Hz,0.03 ms,QD-OLED,16:9,649.99
MSI PRO MP251W E2,https://pcpartpicker.com/product/rTFCmG/msi-pro-mp251w-e2-245-1920-x-1080-120-hz-monitor-pro-mp251w-e2,https://cdna.pcpartpicker.com/static/forever/images/product/96a7fe4417a82d324dbff955fd575b3c.256p.jpg,"24.5""",1920 x 1080,120 Hz,4 ms,IPS,16:9,118.95
Samsung Odyssey OLED G61SD,https://pcpartpicker.com/product/2sJBD3/samsung-odyssey-oled-g61sd-270-2560-x-1440-240-hz-monitor-ls27dg610snxza,https://m.media-amazon.com/images/I/51Ar4bGwIkL.jpg,"27.0""",2560 x 1440,240 Hz,0.03 ms,QD-OLED,16:9,649.99
LG 27GL83A-B,https://pcpartpicker.com/product/wXRgXL/lg-27gl83a-b-270-2560-x-1440-144-hz-monitor-27gl83a-b,https://m.media-amazon.com/images/I/41uk5LHevsL.jpg,"27.0""",2560 x 1440,144 Hz,1 ms,IPS,16:9,
Asus ROG Swift PG32UQX,https://pcpartpicker.com/product/sTYmP6/asus-rog-swift-pg32uqx-320-3840x2160-144-hz-monitor-rog-swift-pg32uqx,https://cdna.pcpartpicker.com/static/forever/images/product/c749f9fcca892140eaf9f425b5073083.256p.jpg,"32.0""",3840 x 2160,144 Hz,4 ms,IPS,16:9,1497.50
Pixio PX248 Prime,https://pcpartpicker.com/product/bT6qqs/pixio-px248-prime-240-1920x1080-144-hz-monitor-px248p,https://cdna.pcpartpicker.com/static/forever/images/product/db9371dabda028272b567565910b5f9e.256p.jpg,"24.0""",1920 x 1080,144 Hz,,IPS,16:9,99.99
Samsung Odyssey OLED G81SF,https://pcpartpicker.com/product/nQ9nTW/samsung-odyssey-oled-g81sf-320-3840-x-2160-240-hz-monitor-ls32fg810snxza,https://cdna.pcpartpicker.com/static/forever/images/product/ce26f592215092fee80245dd17331bf8.256p.jpg,"32.0""",3840 x 2160,240 Hz,0.03 ms,QD-OLED,16:9,899.99
MSI G255F,https://pcpartpicker.com/product/Wbgrxr/msi-g255f-245-1920-x-1080-180-hz-monitor-g255f,https://cdna.pcpartpicker.com/static/forever/images/product/42806ef6786626615ccf2f7bb7157d3b.256p.jpg,"24.5""",1920 x 1080,180 Hz,1 ms,IPS,16:9,189.00
INNOCN 25G2S,https://pcpartpicker.com/product/X98Pxr/innocn-25g2s-245-2560-x-1440-240-hz-monitor-25g2s,https://m.media-amazon.com/images/I/51PGbbvHMKL.jpg,"24.5""",2560 x 1440,240 Hz,,IPS,16:9,177.49
LG 27GS95QE-B,https://pcpartpicker.com/product/8cKscf/lg-27gs95qe-b-270-2560-x-1440-240-hz-monitor-27gs95qe-b,https://cdna.pcpartpicker.com/static/forever/images/product/ee2ea1aebc88fbd523a614d32922440b.256p.jpg,"27.0""",2560 x 1440,240 Hz,0.03 ms,OLED,16:9,629.99
MSI MAG 276CXF,https://pcpartpicker.com/product/qTFCmG/msi-mag-276cxf-270-1920-x-1080-280-hz-curved-monitor-mag-276cxf,https://cdna.pcpartpicker.com/static/forever/images/product/2826decfd26c2d21c873b8fa9b1526c8.256p.jpg,"27.0""",1920 x 1080,280 Hz,0.5 ms,VA,16:9,134.99
Asus ROG Swift OLED PG27AQDM,https://pcpartpicker.com/product/tTBzK8/asus-rog-swift-oled-pg27aqdm-265-2560-x-1440-240-hz-monitor-90lm08q0-b01ab0,https://cdna.pcpartpicker.com/static/forever/images/product/3f6af7d941a0719a7ddb54fb0d5b7919.256p.jpg,"26.5""",2560 x 1440,240 Hz,0.03 ms,OLED,16:9,749.00
MSI MPG 341CQR QD-OLED X36,https://pcpartpicker.com/product/gcsMnQ/msi-mpg-341cqr-qd-oled-x36-340-3440-x-1440-360-hz-curved-monitor-mpg-341cqr-qd-oled-x36,https://m.media-amazon.com/images/I/51STDMoJegL.jpg,"34.0""",3440 x 1440,360 Hz,0.03 ms,QD-OLED,21:9,
Acer XV270U Z1bmiiprx,https://pcpartpicker.com/product/fyRnTW/acer-xv270u-z1bmiiprx-270-2560-x-1440-270-hz-monitor-umhx0aa101,https://cdna.pcpartpicker.com/static/forever/images/product/175680a8582da94f8d15966a06bd4a2b.256p.jpg,"27.0""",2560 x 1440,270 Hz,0.5 ms,IPS,16:9,179.99
LG UltraGear OLED,https://pcpartpicker.com/product/WgfV3C/lg-ultragear-oled-270-2560-x-1440-540-hz-monitor-27gx790b-b,https://cdna.pcpartpicker.com/static/forever/images/product/94d43f9ec91e874d62afd0ea1e520fed.256p.jpg,"27.0""",2560 x 1440,540 Hz,0.02 ms,WOLED Tandem,16:9,997.99
Asus ROG Strix XG27UCS,https://pcpartpicker.com/product/Nhkqqs/asus-rog-strix-xg27ucs-270-3840-x-2160-160-hz-monitor-90lm09s0-b011b0,https://cdna.pcpartpicker.com/static/forever/images/product/43f0ba79e813c116cff3e6cf9b01850a.256p.jpg,"27.0""",3840 x 2160,160 Hz,1 ms,IPS,16:9,329.00
Samsung Odyssey G50D,https://pcpartpicker.com/product/9xLdnQ/samsung-odyssey-g50d-270-2560-x-1440-180-hz-monitor-ls27dg500enxza,https://cdna.pcpartpicker.com/static/forever/images/product/481176455d457d5746facdc99e8c7463.256p.jpg,"27.0""",2560 x 1440,180 Hz,1 ms,IPS,16:9,270.00
Xiaomi G Pro 27i,https://pcpartpicker.com/product/rKG2FT/xiaomi-g-pro-27i-270-2560-x-1440-180-hz-monitor-p27qba-rgpgl,https://m.media-amazon.com/images/I/415XPRKT08L.jpg,"27.0""",2560 x 1440,180 Hz,,IPS Mini LED,16:9,
Asus TUF Gaming VG27AQ5A,https://pcpartpicker.com/product/v8sMnQ/asus-tuf-gaming-vg27aq5a-270-2560-x-1440-210-hz-monitor-vg27aq5a,https://cdna.pcpartpicker.com/static/forever/images/product/f0dc5b1749a94ff22e8bf3caeeebb099.256p.jpg,"27.0""",2560 x 1440,210 Hz,1 ms,IPS,16:9,
AOC Q27G40XMN,https://pcpartpicker.com/product/QCZWGX/aoc-q27g40xmn-270-2560-x-1440-180-hz-monitor-q27g40xmn,/static/forever/img/no-image.png,"27.0""",2560 x 1440,180 Hz,1 ms,VA QD-Mini LED,16:9,179.99
Asus ROG Swift OLED PG34WCDM,https://pcpartpicker.com/product/rqyH99/asus-rog-swift-oled-pg34wcdm-339-3440-x-1440-240-hz-curved-monitor-pg34wcdm,https://cdna.pcpartpicker.com/static/forever/images/product/ef774c66fa5430f5717ba516e4bb7cac.256p.jpg,"33.9""",3440 x 1440,240 Hz,0.03 ms,OLED,21:9,
Dell Alienware AW3423DWF,https://pcpartpicker.com/product/wywypg/dell-alienware-aw3423dwf-342-3440-x-1440-165-hz-curved-monitor-aw3423dwf,https://m.media-amazon.com/images/I/21lOJITD43L.jpg,"34.2""",3440 x 1440,165 Hz,0.1 ms,QD-OLED,21:9,
AOC C27G2Z,https://pcpartpicker.com/product/GK4Zxr/aoc-c27g2z-270-1920-x-1080-240-hz-curved-monitor-c27g2z,https://cdna.pcpartpicker.com/static/forever/images/product/e01b4d44c0de80c58cefbcc78a1fe809.256p.jpg,"27.0""",1920 x 1080,240 Hz,,VA,16:9,
Philips Evnia 8000 27M2N8500,https://pcpartpicker.com/product/hKZWGX/philips-evnia-8000-27m2n8500-265-2560-x-1440-360-hz-monitor-27m2n850027,https://cdna.pcpartpicker.com/static/forever/images/product/ec06d4bcc62fab3b3ce208db71850cb3.256p.jpg,"26.5""",2560 x 1440,360 Hz,0.03 ms,QD-OLED,16:9,549.99
Samsung Odyssey OLED G85SD,https://pcpartpicker.com/product/RrJp99/samsung-odyssey-oled-g85sd-340-3440-x-1440-175-hz-curved-monitor-ls34dg856snxza,https://cdna.pcpartpicker.com/static/forever/images/product/12709dfd401b4f324747b71998ffa0bc.256p.jpg,"34.0""",3440 x 1440,175 Hz,0.03 ms,OLED,21:9,977.00
MSI MPG 272URX QD-OLED,https://pcpartpicker.com/product/sj2j4D/msi-mpg-272urx-qd-oled-270-3840-x-2160-240-hz-monitor-mpg-272urx-qd-oled,https://cdna.pcpartpicker.com/static/forever/images/product/68041836edb64d229c779db52b4299b9.256p.jpg,"27.0""",3840 x 2160,240 Hz,0.03 ms,QD-OLED,16:9,849.99
AOC Q27G4XF,https://pcpartpicker.com/product/Jp4Pxr/aoc-q27g4xf-270-2560-x-1440-180-hz-monitor-q27g4xf,https://cdna.pcpartpicker.com/static/forever/images/product/afb86e17aad76c66c7c320059c241492.256p.jpg,"27.0""",2560 x 1440,180 Hz,1 ms,IPS,16:9,
Asus TUF Gaming VG32WQ3B,https://pcpartpicker.com/product/9bpD4D/asus-tuf-gaming-vg32wq3b-315-2560-x-1440-180-hz-curved-monitor-vg32wq3b,https://m.media-amazon.com/images/I/31CupOa-GzL.jpg,"31.5""",2560 x 1440,180 Hz,1 ms,VA,16:9,199.00
Gigabyte MO27Q28G,https://pcpartpicker.com/product/6XWmP6/gigabyte-mo27q28g-270-2560-x-1440-280-hz-monitor-mo27q28g,https://cdna.pcpartpicker.com/static/forever/images/product/ea42c8cdfd95892dbd9eb8cd555dd700.256p.jpg,"27.0""",2560 x 1440,280 Hz,0.03 ms,WOLED,16:9,
Asus VG248QG,https://pcpartpicker.com/product/hy4BD3/asus-vg248qg-240-1920x1080-165-hz-monitor-vg248qg,https://cdna.pcpartpicker.com/static/forever/images/product/325b541af8d2441964716a67de7ec081.256p.jpg,"24.0""",1920 x 1080,165 Hz,0.5 ms,TN,16:9,199.99
AOC C32G2ZE/BK,https://pcpartpicker.com/product/zGkWGX/aoc-c32g2zebk-315-1920x1080-240-hz-monitor-c32g2zebk,https://cdna.pcpartpicker.com/static/forever/images/product/91b4f2e1294160a7907f650cf8cf16ce.256p.jpg,"31.5""",1920 x 1080,240 Hz,,VA,16:9,179.99
Samsung Odyssey G3,https://pcpartpicker.com/product/gfGbt6/samsung-odyssey-g3-240-1920x1080-144-hz-monitor-ls24ag302nnxza,https://cdna.pcpartpicker.com/static/forever/images/product/4889bb85773e6273100db4f46e9d653b.256p.jpg,"24.0""",1920 x 1080,144 Hz,,VA,16:9,189.99
MSI MAG 271QPX QD-OLED,https://pcpartpicker.com/product/TfQKHx/msi-mag-271qpx-qd-oled-265-2560-x-1440-360-hz-monitor-mag-271qpx-qd-oled,https://cdna.pcpartpicker.com/static/forever/images/product/3927c048a804f79a1289a95ed4d887eb.256p.jpg,"26.5""",2560 x 1440,360 Hz,0.03 ms,QD-OLED,16:9,579.99
MSI MAG 276CF E20,https://pcpartpicker.com/product/wNsMnQ/msi-mag-276cf-e20-270-1920-x-1080-200-hz-curved-monitor-mag-276cf-e20,https://cdna.pcpartpicker.com/static/forever/images/product/9799159075b034a66c2c22de31d162a1.256p.jpg,"27.0""",1920 x 1080,200 Hz,0.5 ms,VA,16:9,129.99
KOORUI G2421V,https://pcpartpicker.com/product/Hxtkcf/koorui-g2421v-238-2560-x-1440-180-hz-monitor-g2421v,/static/forever/img/no-image.png,"23.8""",2560 x 1440,180 Hz,,IPS,16:9,143.44
BenQ ZOWIE XL2566X+,https://pcpartpicker.com/product/K8n9TW/benq-zowie-xl2566x-241-1920-x-1080-400-hz-monitor-xl2566x,https://cdna.pcpartpicker.com/static/forever/images/product/d9f3bfbe66b0ea741f14825b7a371f83.256p.jpg,"24.1""",1920 x 1080,400 Hz,,TN,16:9,649.99
LG UltraGear OLED 34GX90SA-W,https://pcpartpicker.com/product/MMdMnQ/lg-ultragear-oled-34gx90sa-w-340-3440-x-1440-240-hz-curved-monitor-34gx90sa-w,https://cdna.pcpartpicker.com/static/forever/images/product/6752cadebdf21bde9fbd4a7ce67094d8.256p.jpg,"34.0""",3440 x 1440,240 Hz,0.03 ms,WOLED,21:9,1099.99
Samsung Odyssey G53F,https://pcpartpicker.com/product/JzxTwP/samsung-odyssey-g53f-270-2560-x-1440-200-hz-monitor-ls27fg532enxza,https://cdna.pcpartpicker.com/static/forever/images/product/0607d37a085a13a8387532c5707ce759.256p.jpg,"27.0""",2560 x 1440,200 Hz,,IPS,16:9,179.99
KTC H24T7,https://pcpartpicker.com/product/QV8Pxr/ktc-h24t7-240-2560-x-1440-185-hz-monitor-h24t7,https://m.media-amazon.com/images/I/417GmnCNLkL.jpg,"24.0""",2560 x 1440,185 Hz,1 ms,,16:9,149.97
ASRock Phantom Gaming PG27FFX2A,https://pcpartpicker.com/product/cWDnTW/asrock-phantom-gaming-pg27ffx2a-270-1920-x-1080-520-hz-monitor-pg27ffx2a,https://cdna.pcpartpicker.com/static/forever/images/product/2ea4662b85a65b5ab5dffe01b541ce6d.256p.jpg,"27.0""",1920 x 1080,520 Hz,1 ms,IPS,16:9,
AOC 24G2,https://pcpartpicker.com/product/Q9CFf7/aoc-24g2-238-1920x1080-144-hz-monitor-24g2,https://m.media-amazon.com/images/I/417KWxwTikL.jpg,"23.8""",1920 x 1080,144 Hz,,IPS,16:9,
Samsung Odyssey G7,https://pcpartpicker.com/product/L6zFf7/samsung-odyssey-g7-270-2560x1440-240-hz-monitor-lc27g75tqsuxen,https://cdna.pcpartpicker.com/static/forever/images/product/c1cef36415ba8f85086b55459b9bf0aa.256p.jpg,"27.0""",2560 x 1440,240 Hz,1 ms,VA,16:9,
ASRock PG27QFT2A,https://pcpartpicker.com/product/N2cgXL/asrock-pg27qft2a-270-2560-x-1440-180-hz-monitor-pg27qft2a,https://cdna.pcpartpicker.com/static/forever/images/product/bdc70da4dcd4bbf157b97e76a6dab2c9.256p.jpg,"27.0""",2560 x 1440,180 Hz,,IPS,16:9,144.77
Samsung Odyssey OLED G93SD,https://pcpartpicker.com/product/xrfV3C/samsung-odyssey-oled-g93sd-490-5120-x-1440-240-hz-curved-monitor-ls49dg934snxgo,https://cdna.pcpartpicker.com/static/forever/images/product/7d8e2cf37b341fbb7a1718c93d9812de.256p.jpg,"49.0""",5120 x 1440,240 Hz,0.03 ms,QD-OLED,32:9,1099.99
Sceptre E248W-19203R,https://pcpartpicker.com/product/sgWfrH/sceptre-e248w-19203r-238-1920x1080-75-hz-monitor-e248w-19203r,https://m.media-amazon.com/images/I/41KDhGxbcGL.jpg,"23.8""",1920 x 1080,75 Hz,14 ms,TN,16:9,87.97
Corsair XENEON EDGE,https://pcpartpicker.com/product/fmRnTW/corsair-xeneon-edge-145-2560-x-720-60-hz-monitor-cc-9011306-ww,https://cdna.pcpartpicker.com/static/forever/images/product/0b8f75a2a8708f543bbc7b5187a61cee.256p.jpg,"14.5""",2560 x 720,60 Hz,,AHVA,32:9,
Dell Alienware AW2523HF,https://pcpartpicker.com/product/svV2FT/dell-alienware-aw2523hf-245-1920-x-1080-360-hz-monitor-aw2523hf,https://cdna.pcpartpicker.com/static/forever/images/product/3e6f05b5553d896ebbddae8850dd5b0b.256p.jpg,"24.5""",1920 x 1080,360 Hz,1 ms,IPS,16:9,324.00
Asus VG248QE,https://pcpartpicker.com/product/rkphP6/asus-vg248qe-240-1920-x-1080-144-hz-monitor-vg248qe,https://cdna.pcpartpicker.com/static/forever/images/product/c5fbd60e5912f11c9fba9cd58ff4dc08.256p.jpg,"24.0""",1920 x 1080,144 Hz,1 ms,TN,16:9,479.99
Asus ROG Strix 5K XG27JCG,https://pcpartpicker.com/product/ctFCmG/asus-rog-strix-5k-xg27jcg-270-5120-x-2880-180-hz-monitor-xg27jcg,https://m.media-amazon.com/images/I/41RiOj-m3ZL.jpg,"27.0""",5120 x 2880,180 Hz,0.3 ms,IPS,16:9,799.00
MSI MAG 271QPX QD-OLED E2,https://pcpartpicker.com/product/BR7scf/msi-mag-271qpx-qd-oled-e2-265-2560-x-1440-240-hz-monitor-mag-271qpx-qd-oled-e2,https://m.media-amazon.com/images/I/51riApZWiPL.jpg,"26.5""",2560 x 1440,240 Hz,0.03 ms,QD-OLED,16:9,634.99
MSI MAG 321UPX QD-OLED,https://pcpartpicker.com/product/Lv88TW/msi-mag-321upx-qd-oled-315-3840-x-2160-240-hz-monitor-mag-321upx-qd-oled,https://cdna.pcpartpicker.com/static/forever/images/product/0ad373e73f34af315e44d3acf50f7b82.256p.jpg,"31.5""",3840 x 2160,240 Hz,0.03 ms,QD-OLED,16:9,794.61
Acer VG271U M3bmiipx,https://pcpartpicker.com/product/c6mNnQ/acer-vg271u-m3bmiipx-270-2560-x-1440-180-hz-monitor-vg271u-m3,https://cdna.pcpartpicker.com/static/forever/images/product/b3f3716a6a6008643deec4b430c5ab3a.256p.jpg,"27.0""",2560 x 1440,180 Hz,1 ms,IPS,16:9,159.99
Sceptre E255B-1658A,https://pcpartpicker.com/product/MWkj4D/sceptre-e255b-1658a-245-1920x1080-165-hz-monitor-e255b-1658a,https://m.media-amazon.com/images/I/51aRfAb0soL.jpg,"24.5""",1920 x 1080,165 Hz,1 ms,TN,16:9,99.98
Dell Alienware AW2725D,https://pcpartpicker.com/product/f6KnTW/dell-alienware-aw2725d-267-2560-x-1440-280-hz-monitor-aw2725d,https://cdna.pcpartpicker.com/static/forever/images/product/e85b94567927809259c50e712c4dac32.256p.jpg,"26.7""",2560 x 1440,280 Hz,0.03 ms,QD-OLED,16:9,549.99
